Case Number,Problem Category,Geolocation (Latitude),Geolocation (Longitude),Opened Date,Subject,Status,Public Description,SAP URL,Closed Date,Age (Days),tract,geoid,block_group
93883,Graffiti,32.70094174,-117.1504261,7/17/16,Graffiti  at 1200?1204 Sigsbee St,Closed,on side of building,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BbUOAA0,8/3/16,17,005100,060730051002,2
93884,Graffiti,32.70072809,-117.1506692,7/17/16,Graffiti  at 1234?1298 Sigsbee St,Closed,,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BbUTAA0,7/26/16,9,005100,060730051002,2
93885,Graffiti,32.701453,-117.1334,7/17/16,"Graffiti  at 2820 Ocean View Boulevard, San Diego, CA, United States",Assigned,Graffity on walls front and back of property,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BbV2AAK,,44,003901,060730039013,3
93887,Graffiti,32.93616326,-117.2284648,7/17/16,Graffiti  at 11922?12098 Carmel Creek Rd,Assigned,,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BbVbAAK,,44,008333,060730083332,2
93889,Graffiti,32.93287336,-117.2351975,7/17/16,Graffiti  at 11899 EL CAM REAL,Closed,Under bridge on bike path,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BbW0AAK,8/6/16,20,008333,060730083332,2
93892,Graffiti,32.76259861,-117.0756512,7/17/16,Graffiti  at 5503?5525 Adams Ave,Closed,Black Graffiti markings inked on the Rectangle shaped utility box on the south side of the street (right next to the entrance to the alley),https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BbWFAA0,7/29/16,12,002804,060730028043,3
93917,Graffiti,32.72921507,-117.1295461,7/17/16,Graffiti  at 2227 Fern St,Duplicate,,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003Bba7AAC,,44,004400,060730044002,2
93953,Graffiti,32.74601753,-117.1889844,7/17/16,Graffiti  at 2085 San Diego Ave,Assigned,Graffiti on freeway barrier wall east of 5 by the airport in old town,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BbgKAAS,,44,006500,060730065002,2
93958,Graffiti,32.77779722,-117.1209758,7/17/16,Graffiti  at 2425 Camino del Rio N,Closed,,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003Bbh3AAC,8/10/16,23,009304,060730093041,1
94003,Graffiti,32.74846797,-117.1296939,7/18/16,Graffiti  at 3016 University Ave,Closed,Large tags across front windows 3020 vacant store frint,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BcTqAAK,7/23/16,5,001300,060730013002,2
94005,Graffiti,32.74857379,-117.130145,7/18/16,Graffiti  at 3900?3916 30th St,Closed,Multiple tags on Windows 3002 University vacant stirefront,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BcVIAA0,8/11/16,24,001300,060730013002,2
94008,Graffiti,32.69587128,-117.0475508,7/18/16,Graffiti  at 6974 Bullock Dr,Assigned,,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BcqfAAC,,43,003114,060730031142,2
94014,Graffiti,32.72112755,-117.1699757,7/18/16,Graffiti  at 734 W Beech St,Closed,,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003Bd4rAAC,8/6/16,19,005800,060730058001,1
94045,Graffiti,32.70627978,-117.1474262,7/18/16,"Graffiti Removal at 1844 IMPERIAL AV, 92102",Closed,Graffiti Removal,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BepKAAS,8/6/16,19,004700,060730047002,2
94063,Graffiti,32.69529884,-117.0495586,7/18/16,Graffiti  at 689?713 S Woodman St,Assigned,,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BfjEAAS,,43,003115,060730031154,4
94067,Graffiti,32.71570674,-117.0317952,7/18/16,Graffiti  at 8002 Jamacha Rd,Closed,On homeowners side fence,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BfseAAC,7/29/16,10,014102,060730141022,2
94089,Graffiti,32.69865322,-117.0980273,7/18/16,"Graffiti Removal at 803 S 45TH ST, 92113",Closed,REMOVE RED TAGGING ON WALL,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BgduAAC,8/6/16,18,003301,060730033011,1
94125,Graffiti,32.74632489,-117.1318975,7/18/16,"Graffiti Removal at 2878 GUNN ST, 92104",Closed,RED GRAFFITI ON SIDEWALK,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BhVIAA0,7/30/16,11,001400,060730014001,1
94130,Graffiti,32.74848,-117.146144,7/18/16,"Graffiti  at 1800-1804 University Avenue San Diego, CA 92103",Acknowledged,Heavy tagging,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BhZyAAK,,43,000900,060730009004,4
94132,Graffiti,32.748217,-117.146192,7/18/16,"Graffiti  at 3847 Park Boulevard San Diego, CA 92103",Closed,Black tags on storefront,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BhaEAAS,8/12/16,24,000800,060730008004,4
94184,Graffiti,32.75361994,-117.1404559,7/18/16,Graffiti  at 4180 Louisiana St,Closed,,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003Bi8PAAS,7/22/16,4,000900,060730009001,1
94206,Graffiti,32.75155283,-117.115557,7/19/16,"Graffiti Removal at 4026 36TH ST, 92104",Closed,Description: WHITE Graffiti ON PRIVATE BLDG,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BiIjAAK,7/29/16,10,001600,060730016001,1
94210,Graffiti,32.7554737,-117.1101119,7/19/16,"Graffiti  at 3910 El Cajon Blvd, San Diego, CA, United States",Assigned,side of the building and in front of yoga studiothe graffiti  is not legible but is in 2 locations on the building,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BiK6AAK,,42,002100,060730021004,4
94219,Graffiti,32.70701297,-117.1274489,7/19/16,Graffiti  at 138 31st St,Closed,Gang related graffiti,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BisDAAS,7/29/16,10,004000,060730040002,2
94222,Graffiti,32.77717691,-117.2232468,7/19/16,Graffiti  at 1511?1559 Fiesta Island Rd,Closed - Referred,Graffiti on signs near split at fiesta island- including shared roadway sign (previously reported but was never cleaned),https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BixcAAC,,42,007600,060730076001,1
94224,Graffiti,32.708571,-117.126837,7/19/16,"Graffiti  at 3120 K Street San Diego, CA 92102",Closed,Graffiti,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003Bj10AAC,8/4/16,16,004000,060730040003,3
94237,Graffiti,32.757177,-117.109984,7/19/16,"Graffiti  at 3930 Meade Avenue San Diego, CA 92116",Closed - Referred,Sdg&e transformer,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BjILAA0,,42,002100,060730021004,4
94238,Graffiti,32.757032,-117.109906,7/19/16,"Graffiti  at 3917 Meade Avenue San Diego, CA 92116",Closed - Referred,At&t box,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BjIzAAK,,42,002100,060730021004,4
94239,Graffiti,32.757047,-117.109827,7/19/16,"Graffiti  at 3927 Meade Avenue San Diego, CA 92116",Closed - Referred,Sdg&e box,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BjK7AAK,,42,002100,060730021004,4
94314,Graffiti,32.576569,-117.09103,7/19/16,Graffiti  at W/B Coronado @ Raedel Dr.-Graffiti,Assigned,"Graffiti/Tagging on ""Do Not Block Intersection"" Sign",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BlpHAAS,,42,010110,060730101101,1
94332,Graffiti,32.7037853,-117.1626743,7/19/16,Graffiti  at 32.70N 117.16W,Closed - Referred,Da out 100 yards south of rowing club,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BmgkAAC,,42,009902,060730099021,1
94351,Graffiti,32.7521737,-117.1941373,7/19/16,Graffiti  at 2461 San Diego Ave,Closed - Referred,Trash can,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BnApAAK,,42,006500,060730065002,2
94376,Graffiti,32.7831432,-117.0867944,7/19/16,"Graffiti  at 4800 Waring Road, San Diego, CA, United States",Acknowledged,There is a graffiti tag BHB sprayed on the hillside just below Palisades Presbyterian Church in the 4800 block of Waring Road. I filed a report about this months ago and still nothing has been done! It is quite large and is an eyesore in our community. The attached photo is taken from my backyard.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BnshAAC,,42,009604,060730096044,4
94377,Graffiti,32.76098771,-117.1388591,7/19/16,"Graffiti Removal at TEXAS ST & MADISON AV,, 92116",Closed,highly visible traveling North on Texas St. from Madison Ave. Both East and West pylons and structure sitting within canyon land.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003Bnt1AAC,8/10/16,21,001000,060730010001,1
94378,Graffiti,32.7346486,-117.1729086,7/19/16,"Graffiti  at 2930 Columbia Street, San Diego, CA, United States",Closed,there is graffiti on the wall. It has been on and off. they put it on right after it was removed.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BntLAAS,8/10/16,21,006100,060730061002,2
94388,Graffiti,32.74935516,-117.123882,7/19/16,Graffiti  at 3879?3973 Bancroft St,Duplicate,6 ft tags across front fence,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003Bo2rAAC,,42,001600,060730016004,4
94389,Graffiti,32.757031,-117.106485,7/19/16,"Graffiti  at 4127 Meade Avenue San Diego, CA 92116",Closed,00092822 redux,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003Bo3BAAS,7/30/16,10,002100,060730021003,3
94391,Graffiti,32.756781,-117.106039,7/19/16,"Graffiti  at 4385 Marlborough Avenue San Diego, CA 92105",Duplicate,Append photo to photoless 00092270,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003Bo5vAAC,,42,002100,060730021002,2
94392,Graffiti,32.758466,-117.106581,7/19/16,Graffiti  at 4476 Marlborough Avenue-Graffiti on pole in alley,Assigned,Redux of 00082620 & 00090178 closed without actual correction.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003Bo6PAAS,,42,002100,060730021003,3
94393,Graffiti,32.7490468,-117.0836364,7/19/16,"Graffiti  at 5195 University Avenue, San Diego, CA, United States",Closed,Traffic sign in the median divider was tagged,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003Bo6ZAAS,7/26/16,6,002710,060730027102,2
94396,Graffiti,32.72084487,-117.1390823,7/19/16,Graffiti  at 2600 Golf Course Dr,Acknowledged,graffiti on pine tree,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003Bo7SAAS,,42,005600,060730056002,2
94398,Graffiti,32.758623,-117.106556,7/19/16,"Graffiti  at 4127 Monroe Avenue San Diego, CA 92116",Assigned,"In alley. Mostly faded numbers in neon paint on left side top, after all previous reports have gone nowhere, including a response that this bin would be removed completely.",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003Bo7cAAC,,42,002100,060730021003,3
94413,Graffiti,32.745196,-117.118948,7/19/16,"Graffiti  at 3655 Swift Avenue San Diego, CA 92104",Closed,My shed has been tagged over 10 times.  The taggers are getting in through a broken part of the fence which needs to be repaired.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BoEJAA0,8/10/16,21,002401,060730024013,3
94438,Graffiti,32.9636958,-117.1567991,7/19/16,Graffiti  at 13422?13498 Torrey Meadows Dr,Closed,South side of Torrey Meadows drive near intersection with Via Sabbia.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BoMIAA0,8/10/16,21,008335,060730083353,3
94439,Graffiti,32.96369329,-117.1567847,7/19/16,Graffiti  at 13422?13498 Torrey Meadows Dr,Closed,South side of Torrey Meadows Dr near intersection with Via Sabbia.  MTS bus shelter that has never been in use.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BoMNAA0,8/10/16,21,008335,060730083353,3
94451,Graffiti,32.76258657,-117.0717307,7/19/16,Graffiti  at 4693 Alice St,Closed,New graffiti on traffic sign at the end of the street,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BoPRAA0,7/26/16,6,002804,060730028042,2
94461,Graffiti,32.73441158,-117.1561451,7/19/16,Graffiti  at 1363 Old Globe Way,Closed - Referred,Graffiti is actually in the walls beneath the Quince St. Ramp off Hwy. 163. Tagged again within the last week.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BoSLAA0,,42,005600,060730056002,2
94495,Graffiti,32.707332,-117.128571,7/20/16,"Graffiti  at 3045 L Street San Diego, CA 92102",Closed,Graffiti,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BpLGAA0,7/30/16,10,004000,060730040002,2
94497,Graffiti,32.76185576,-117.154927,7/20/16,Graffiti  at 974?1018 Golden Gate Dr,Closed,,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003Bpb9AAC,8/10/16,21,000500,060730005001,1
94526,Graffiti,32.72442155,-117.1717471,7/20/16,Graffiti  at 1600 Pacific Hwy,Closed,Southwest side.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BqyYAAS,7/30/16,10,005800,060730058001,1
94543,Graffiti,32.71985874,-117.171144,7/20/16,Graffiti  at W Ash St,Closed,"Almost all our lights on pacific coast have this.,",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BrfhAAC,8/5/16,16,005400,060730054002,2
94565,Graffiti,32.75173197,-117.1886703,7/20/16,Graffiti  at 4136?4144 Sunset Rd,Closed,Red insect painted on turn warning sign,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003Bsm5AAC,7/28/16,7,000100,060730001002,2
94577,Graffiti,33.007497,-117.0568671,7/20/16,Graffiti Removal at On Pomerado Rd South of Nacido-Green Graffiti on S/W,Closed,"Southbound on sidewalk, on Pomerado Rd, West sidewalk, Green graffiti on sidewalk",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003Bt0gAAC,8/10/16,20,017014,060730170142,2
94606,Graffiti,32.7562805,-117.0885673,7/20/16,"Graffiti  at 4919 El Cajon Blvd, San Diego, CA, United States",Closed - Referred,"SDG@E box located in front of the Crispy Fried Chicken shop at 4919 El Cajon BLVD has ""KARM"" written in purple paint.",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003Bu9eAAC,,41,002707,060730027072,2
94619,Graffiti,32.75769376,-117.0663704,7/20/16,"Graffiti Removal at 4400 COLLEGE AV, 92115",Closed,Graffiti Removal on concrete embankment,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BuU3AAK,7/30/16,9,002702,060730027021,1
94622,Graffiti,32.75769376,-117.0663704,7/20/16,"Graffiti Removal at COLLEGE AV & ADELAIDE AV,, 92115",Assigned,Graffiti removal on poles,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BuWYAA0,,41,002702,060730027021,1
94624,Graffiti,32.74447316,-117.0535387,7/20/16,"Graffiti Removal at COLLEGE AV & COLLEGE GROVE DR,, 92115",Closed,Graffiti removal from brick wall,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BuXMAA0,7/30/16,9,002903,060730029031,1
94626,Graffiti,32.74447316,-117.0535387,7/20/16,"Graffiti Removal at COLLEGE AV & COLLEGE GROVE DR,, 92115",Assigned,Graffiti removal on transformer box,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BuaVAAS,,41,002903,060730029031,1
94627,Graffiti,37.2503924,-107.8746052,7/20/16,Graffiti  at 400 block Camino Del Rio South,Closed,"Graffiti on Camino Del Rio South, 400 block, on the street that takes you to TGIF's. Fraffiti is on both sides of the City sign and on lots of buildings over there too.",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BuakAAC,7/28/16,7,,,
94663,Graffiti,32.755001,-117.116943,7/20/16,"Graffiti  at 4262-4298 Wilson Avenue San Diego, CA 92104",Closed,Next to Boulevard Dental Center,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BuoEAAS,7/30/16,9,001600,060730016001,1
94664,Graffiti,32.755001,-117.1175,7/20/16,"Graffiti  at 3523 El Cajon Boulevard San Diego, CA 92104",Assigned,,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BuocAAC,,41,001600,060730016001,1
94666,Graffiti,32.754723,-117.116943,7/20/16,"Graffiti  at 4262-4298 Wilson Avenue San Diego, CA 92104",Closed,North complex fence,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BuowAAC,7/28/16,7,001600,060730016001,1
94667,Graffiti,32.755001,-117.1175,7/20/16,"Graffiti  at 3523 El Cajon Boulevard San Diego, CA 92104",Closed - Referred,Utility pole.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003Bup1AAC,,41,001600,060730016001,1
94668,Graffiti,32.754723,-117.116943,7/20/16,"Graffiti  at 4262-4298 Wilson Avenue San Diego, CA 92104",Closed,"North apartment complex bushes, pole at corner",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003Bup6AAC,7/30/16,9,001600,060730016001,1
94673,Graffiti,32.754723,-117.116669,7/20/16,"Graffiti  at 4269 Wilson Avenue San Diego, CA 92104",Assigned,"Leftmost vertical fence board, gray",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BupaAAC,,41,001600,060730016001,1
94674,Graffiti,32.754723,-117.116386,7/20/16,"Graffiti  at 4269 Wilson Avenue San Diego, CA 92104",Assigned,"Needs second coat, too obvious",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BupfAAC,,41,001600,060730016001,1
94675,Graffiti,32.764058,-117.114419,7/20/16,"Graffiti  at 3610 Adams Avenue San Diego, CA 92116",Closed,Near Vons east lot entrance,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003Buq4AAC,8/4/16,14,001800,060730018002,2
94676,Graffiti,32.763961,-117.114413,7/20/16,"Graffiti  at 3610 Adams Avenue San Diego, CA 92116",Acknowledged,Next to Vons east lot entrance,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003Buq9AAC,,41,001800,060730018002,2
94677,Graffiti,32.763634,-117.113416,7/20/16,"Graffiti  at 3650 Adams Avenue San Diego, CA 92116",Closed,"Retaining wall, northwest Rite Aid parking lot",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BuqEAAS,7/30/16,9,001800,060730018001,1
94687,Graffiti,32.7549373,-117.1165386,7/20/16,"Graffiti  at 3551 El Cajon Blvd, San Diego, CA, United States",Closed,"Both sides of signs. Please, no phone call(s).",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BurbAAC,7/28/16,7,001600,060730016001,1
94735,Graffiti,32.704005,-117.1424112,7/21/16,Graffiti  at 1873 Irving Ave,Closed,Graffiti,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BwN4AAK,8/10/16,20,004900,060730049003,3
94737,Graffiti,32.71737136,-117.1187662,7/21/16,Graffiti  at 1101?1251 Delevan Dr,Assigned,,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BwRuAAK,,40,004200,060730042001,1
94743,Graffiti,32.79873009,-117.0156899,7/21/16,"Graffiti Removal at LAKE BACA DR, 92119",Closed,DEAD END GRAFFITI ON REFLECTORS,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BwgBAAS,7/29/16,8,009802,060730098021,1
94745,Graffiti,32.79972513,-117.0133206,7/21/16,"Graffiti Removal at LAKE ARROWHEAD DR & LAKE MURRAY BL,, 92119",Closed,GRAFFITI ON THE STREET LIGHT POLES ON THE EAST SIDE OF THE STREET ON,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BwlGAAS,7/30/16,9,009802,060730098025,5
94749,Graffiti,32.71351695,-117.1638255,7/21/16,Graffiti  at 720?760 1st Ave,Closed,,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BwuhAAC,8/10/16,20,005300,060730053003,3
94756,Graffiti,32.7768263,-117.0678623,7/21/16,"Graffiti Removal at ALVARADO RD & COLLEGE AV,, 92120",Closed,Request graffiti removed from retaining wall.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003Bx7MAAS,7/30/16,9,002801,060730028012,2
94762,Graffiti,32.6968144,-117.0937299,7/21/16,"Graffiti Removal at 4700 Logan Avenue, San Diego, CA, United States",Closed,Graffiti located on walls at cross streets 47th st and logan ave. Wall on East side 47th street and south side of logan ave.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BxDAAA0,8/10/16,20,003305,060730033052,2
94783,Graffiti,32.83967182,-117.2761053,7/21/16,"Graffiti Removal at DRAPER AV & PEARL ST,, 92037",Closed,"Tagged on the wall in alley west of Draper , south of Pearl",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BxxcAAC,8/17/16,27,008200,060730082001,1
94829,Graffiti,32.77961587,-117.0657914,7/21/16,"Graffiti  at College Ave & I-8, San Diego, CA 92120, USA",Closed,It is on the wall on Alvarado Road just before getting to College Ave.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BznPAAS,7/30/16,8,009706,060730097062,2
94843,Graffiti,32.7193591,-117.1521811,7/21/16,"Graffiti  at 1285-1349 Russ Blvd, San Diego, CA 92101, USA",Closed,Graffiti found on construction fence. Says HL.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003C0H0AAK,8/3/16,12,005200,060730052001,1
94856,Graffiti,32.767498,-117.0497879,7/21/16,"Graffiti  at 6871 Amherst St, San Diego, CA, United States",Closed,"Graffiti is black marker on utility box, south side of street.",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003C0SSAA0,7/30/16,8,002905,060730029051,1
94883,Graffiti,32.7110767,-117.1593566,7/21/16,"Graffiti  at 544 6th Avenue, San Diego, CA, United States",Assigned,I have a business in downtown San Diego and two of my windows have been tagged with neon green spray paint.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003C0lFAAS,,40,005400,060730054004,4
94924,Graffiti,32.7569233,-117.110892,7/21/16,"Graffiti  at 3823 Meade Ave, San Diego, CA, United States",Closed,"Graffiti'ed sidewalk on south side of street, just east of alley access",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003C0u2AAC,7/30/16,8,002100,060730021004,4
94933,Graffiti,32.7569642,-117.1116586,7/21/16,"Graffiti  at 4394 38th Street, San Diego, CA, United States",Closed,Both utility boxes,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003C0uqAAC,7/30/16,8,002100,060730021004,4
94937,Graffiti,32.75714661,-117.1089258,7/21/16,"Graffiti  at 4000-4020 Meade Ave, San Diego, CA 92116, USA",Acknowledged,,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003C0vPAAS,,40,002100,060730021003,3
94938,Graffiti,32.75707,-117.1088308,7/21/16,"Graffiti  at 4023-4029 Meade Ave, San Diego, CA 92116, USA",Closed,Traffic light,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003C0vZAAS,7/30/16,8,002100,060730021003,3
94947,Graffiti,32.74847644,-117.127681,7/22/16,Graffiti  at 3067 University Ave,Closed,Huge white tags across front of old Woolworths bldg,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003C1QXAA0,7/28/16,6,001300,060730013002,2
94949,Graffiti,32.7485901,-117.1245671,7/22/16,Graffiti  at 3228 University Ave,Duplicate,Tag on utility box at Walgreens parking lot,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003C1SYAA0,,39,001600,060730016004,4
95039,Graffiti,32.70079127,-117.1103679,7/22/16,"Graffiti Removal at 515 S 39TH ST, 92113",Assigned,graffiti,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003C3rCAAS,,39,003502,060730035022,2
95034,Graffiti,32.69896445,-117.1125946,7/22/16,"Graffiti Removal at 3780 T ST, 92113",Assigned,graffiti in alley,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003C3sdAAC,,39,003502,060730035023,3
95035,Graffiti,32.70032363,-117.1080586,7/22/16,"Graffiti Removal at 3999 TEAK ST, 92113",Closed,graffiti,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003C3tRAAS,8/10/16,19,003502,060730035022,2
95036,Graffiti,32.70030757,-117.1103632,7/22/16,"Graffiti Removal at 3912 TEAK ST, 92113",Assigned,graffiti,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003C3tvAAC,,39,003502,060730035022,2
95037,Graffiti,32.70128599,-117.1103695,7/22/16,"Graffiti Removal at 3975 OCEAN VIEW BL, 92113",Assigned,graffiti,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003C3utAAC,,39,003501,060730035011,1
95084,Graffiti,32.574643,-117.09713,7/22/16,"Graffiti  at 1651-1699 Fern Avenue San Diego, CA 92154",Closed,Sticker on back side of Stop Sign,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003C5bPAAS,7/28/16,5,010104,060730101042,2
95086,Graffiti,32.572751,-117.081208,7/22/16,"Graffiti  at 2433-2483 Grove Avenue San Diego, CA 92154",Closed,Graffiti on City Park Name Sign/Monument,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003C5chAAC,8/10/16,18,010112,060730101121,1
95087,Graffiti,32.568729,-117.077655,7/22/16,"Graffiti  at 1494-1498 Oro Vista Road San Diego, CA 92154",Closed,Graffiti on Sidewalk,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003C5dBAAS,7/30/16,7,010112,060730101121,1
95090,Graffiti,32.566406,-117.092794,7/22/16,"Graffiti  at 1560-1598 Saturn Boulevard San Diego, CA 92154",Closed,"""KOD"" in brown letters on wall next to Stop Sign",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003C5f7AAC,7/30/16,7,010104,060730101041,1
95160,Graffiti,32.683238,-117.043504,7/22/16,"Graffiti  at 6898 Alsacia Street San Diego, CA 92139",Closed,Graffiti on fence,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003C6AyAAK,8/10/16,18,003208,060730032082,2
95167,Graffiti,32.695606,-117.049417,7/22/16,"Graffiti  at 6902 Bullock Drive San Diego, CA 92114",Assigned,Graffiti on wall,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003C6C1AAK,,39,003114,060730031142,2
95170,Graffiti,32.695234,-117.049234,7/22/16,"Graffiti  at 6901 Bullock Drive San Diego, CA 92114",Duplicate,Graffiti on wall,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003C6CGAA0,,39,003115,060730031154,4
95173,Graffiti,32.693768,-117.053983,7/22/16,"Graffiti  at 6720 Bullock Drive San Diego, CA 92114",Closed,Graffiti on wall,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003C6CaAAK,8/10/16,18,003109,060730031093,3
95176,Graffiti,32.692438,-117.057271,7/22/16,"Graffiti  at 6488 Crabtree Street San Diego, CA 92114",Closed,Graffiti on Fence,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003C6CuAAK,8/10/16,18,003109,060730031092,2
95195,Graffiti,32.693049,-117.032681,7/22/16,"Graffiti  at 7502 Prairie Mound Way San Diego, CA 92139",Assigned,Graffiti on fence behind house,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003C6HQAA0,,39,003213,060730032131,1
95197,Graffiti,32.690619,-117.030711,7/22/16,"Graffiti  at 560-698 Parkwood Drive San Diego, CA 92139",Closed,Graffiti on fence,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003C6HkAAK,7/30/16,7,003213,060730032132,2
95202,Graffiti,32.685224,-117.043378,7/22/16,"Graffiti  at 2216 Knott Street San Diego, CA 92139",Closed,Fence behind house,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003C6ITAA0,7/30/16,7,003209,060730032091,1
95205,Graffiti,32.685627,-117.044787,7/22/16,"Graffiti  at 6882 Fuji Street San Diego, CA 92139",Closed,Graffiti on wall behind house,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003C6IsAAK,8/10/16,18,003208,060730032082,2
95212,Graffiti,32.79848984,-117.0143971,7/22/16,Graffiti  at 8500?8548 Lake Murray Blvd,Closed,Gang tag,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003C6KPAA0,8/10/16,18,009802,060730098025,5
