Case Number,Problem Category,Geolocation (Latitude),Geolocation (Longitude),Opened Date,Subject,Status,Public Description,SAP URL,Closed Date,Age (Days),count,block_group,tract,geoid
91038,Street Light,32.82919335,-117.086201,6/30/16,"Street Light Light Out at 11260 Clairemont Mesa Blvd, San Diego, CA 92124, USA",Assigned,"street light out at corner of clairemont mesa blvd and promesa court, also street light  directly across clairemont mesa blvd in front of church is also out",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003Aam5AAC,,61,1,3,009505,060730095053
91072,Street Light,32.67466433,-117.0504453,7/1/16,"Light Out at 6398 GROSS ST, 92139",Closed,CONSUMER STATES THAT THERE IS A DAMAGED LIGHT POLE,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003Aby7AAC,7/15/16,14,1,2,003212,060730032122
91076,Street Light,33.03781267,-117.0600776,7/1/16,"Light Out at 12506 CAMINO VUELO, 92128",Closed,Light has been out for  3 months/ the case gets closed but the light does not get repaired.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003Ac2xAAC,7/19/16,18,1,3,017019,060730170193
91079,Street Light,32.965942,-117.078752,7/1/16,"Street Light Light Out at 13593 Grosse Point, San Diego, CA, United States",Assigned,"Street light out in front of 13593 Grosse Point in San Diego, CA 92128.",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003Ac9yAAC,,60,1,3,017039,060730170393
91098,Street Light,32.948165,-117.078863,7/1/16,"Street Light Light Out at 12660 Picarte Place, San Diego, CA, United States",Closed,SPRINGSIDE RD & PICARTE PL- S/L OUT,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003AcfBAAS,7/20/16,19,1,3,017039,060730170393
91100,Street Light,32.7300705,-117.2446005,7/1/16,"Light Out at 1268 SAVOY ST, 92107",Closed,PER CUSTOMER THE LIGHT IS OUT.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003Ach7AAC,7/20/16,19,1,1,007200,060730072001
91125,Street Light,32.809801,-117.1516248,7/1/16,"Street Light Light On During Day at 3666 Kearny Villa Rd, San Diego, CA 92123, USA",Assigned,This streetlight is on 24/7,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003AdvUAAS,,60,1,1,009201,060730092011
91130,Street Light,32.81516391,-117.1508329,7/1/16,"Street Light Light Out at 4004 Kearny Mesa Rd, San Diego, CA 92111, USA",Duplicate,This streetlight in the tree has been out for a few years.  Can you please put a new light bulb in.  Thank you.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003Ae1XAAS,,60,1,1,008511,060730085111
91151,Street Light,33.0282054,-117.0751295,7/1/16,"Street Light Light Out at Rancho Bernardo Road near Bernardo Center Drive, San Diego, CA, United States",Closed,street light near intersection of Rancho Bernardo Road and Bernardo Center Drive out for over 6 weeks,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003AersAAC,8/11/16,40,1,4,017015,060730170154
91154,Street Light,32.795965,-117.0806761,7/1/16,"Street Light Light Out at 5155 Greenbrier Avenue, San Diego, CA, United States",Closed,Parking Lot lights at the recreation center are not coming on at night,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003Af5aAAC,7/15/16,13,1,4,009602,060730096024
91177,Street Light,32.815526,-117.090384,7/1/16,"Street Light Light Out at 3967 Catamarca Drive, San Diego, CA, United States",Closed,It was fixed a few months ago (electrical problem I think) and is out again.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003AfSKAA0,8/26/16,55,1,2,009509,060730095092
91217,Street Light,32.5653936,-117.0669546,7/1/16,"Street Light Light Out at 1696 Howard Ave, San Ysidro, San Diego, CA, United States",Closed,Hi my name is Mario Barajas and would like to report light pole number 85-120 has been out for 2 mounts and it's the only one here so it's really dark can some one please look at it my number is 650-2225114 the light pole is in front of 1696 Howard ave,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003AfhKAAS,7/30/16,28,1,2,010111,060730101112
91245,Street Light,32.71468033,-117.1403411,7/2/16,Street Light Light Out at 838 25th St,Assigned,This light pole at the intersection of E and 25th was taken down by a car accident at least 1 year ago. Since then it had not be replaced and it has been left abandoned in this state.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003Afr5AAC,,59,1,2,004100,060730041002
91249,Street Light,32.83283547,-117.1435359,7/2/16,Street Light Light Out at Kearny Mesa Road and Clairemont Mesa Blvd,Assigned,One streetlight on a traffic signal is out.  There is another one right next to it and I don't know if that's caltrans's light but that ones out too.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003AfryAAC,,59,1,1,008511,060730085111
91289,Street Light,32.71574412,-117.1696284,7/2/16,"Street Light Light Out at 700-778 W Broadway, San Diego, CA 92101, USA",Assigned,"On North side of Broadway, Just east of the  RR tracks, there are two overhead lights that are out of serivce",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003Ag0gAAC,,59,1,2,005400,060730054002
91320,Street Light,32.944663,-117.226424,7/2/16,"Street Light Light Out at 12455 San Bruno Cove, San Diego, CA, United States",Closed,street light doesn't work.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003Ag4JAAS,7/20/16,17,1,1,008331,060730083311
91333,Street Light,32.74571657,-117.2512961,7/2/16,Street Light Light Out at 4962 Niagara Ave,Closed,Light out,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003Ag6ZAAS,8/11/16,39,1,3,007502,060730075023
91334,Street Light,32.74550472,-117.2511127,7/2/16,Street Light Light Out at 4955 Niagara Ave,Acknowledged,Light out,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003Ag6eAAC,,59,1,2,007301,060730073012
91335,Street Light,32.74531026,-117.2505415,7/2/16,Street Light Light Out at 4934 Niagara Ave,Closed,Light out,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003Ag6jAAC,8/11/16,39,1,3,007502,060730075023
91336,Street Light,32.750108,-117.209381,7/2/16,"Street Light Light Out at 3201 Midway Dr San Diego, CA 92110",Assigned,Street lights on both sides are out. Very dark and dangerous here with pedestrians crossing,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003Ag6tAAC,,59,1,1,006802,060730068021
91337,Street Light,32.7457273,-117.2515334,7/2/16,Street Light Light Out at 4993 Niagara Ave,Closed,Light out,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003Ag73AAC,8/11/16,39,1,2,007301,060730073012
91338,Street Light,32.743792,-117.211934,7/2/16,Street Light Light Out at N32.74 E117.21,Assigned,Light out.  It has been out more than six months.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003Ag78AAC,,59,1,1,021400,060730214001
91342,Street Light,32.7441471,-117.0841986,7/3/16,"Street Light Light Out at 351 Lemona Ave, San Diego, CA, United States",Assigned,Street light has been out for two nights.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003Ag8GAAS,,59,1,2,002710,060730027102
91367,Street Light,32.91982481,-117.2302172,7/3/16,"Street Light Light On During Day at 11280 Vista Sorrento Pkwy, San Diego, CA 92130, USA",Closed,"dayburners, 2nd light is down 1 block on the same side of the st near the (unnamed? street) entrance to the office buildings",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003AgEnAAK,7/30/16,27,1,1,008333,060730083331
91391,Street Light,32.74835099,-117.1917138,7/3/16,"Light Out at 2222 SAN DIEGO AV, 92110",Closed,ST LIGHT OUT,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003AgK2AAK,7/16/16,12,1,2,006500,060730065002
91394,Street Light,32.82392107,-117.1838947,7/3/16,Street Light Light Out at 4437 Genesee Ave,Closed,One of two traffic signals out for entering Genesee Ave from Derrick Dr. No signal for traffic going right (north) into Genesee,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003AgL5AAK,7/13/16,9,1,3,008506,060730085063
91423,Street Light,32.74125797,-117.2165829,7/3/16,Street Light Light Out at 2750?2752 Locust St,Closed,Lamp post at the intersection of Locust Street and Freeman Street is out and has been out for months.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003AgR8AAK,7/19/16,15,1,3,006900,060730069003
91426,Street Light,32.807646,-117.099177,7/3/16,"Street Light Light Out at 10276 Viacha Dr, San Diego, CA, United States",Closed,Light in front of address has been out for about 2 weeks,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003AgSfAAK,7/15/16,11,1,2,009509,060730095092
91489,Street Light,32.790358,-117.105202,7/4/16,"Street Light Light On During Day at Santo Rd San Diego, CA 92124",Closed,Sensors not working. Stoplight activates when no cars are present from Santo Rd.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003AgixAAC,7/13/16,8,1,1,009509,060730095091
91508,Street Light,32.74857,-117.134132,7/4/16,Street Light Light Out at N32.75 E117.13,Assigned,,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003AgnnAAC,,57,1,5,001300,060730013005
91522,Street Light,32.76496439,-117.1114013,7/5/16,"Light Out at 4824 CIRCLE DR, 92116",Closed,ST LIGHT OUT,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003AguKAAS,7/28/16,23,1,2,001900,060730019002
91550,Street Light,32.9496603,-117.2133627,7/5/16,"Street Light Light Out at 12616?12758 Carmel Canyon Rd, San Diego",Closed,,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003AhvYAAS,7/20/16,15,1,1,008330,060730083301
91557,Street Light,32.9748366,-117.0876648,7/5/16,"Street Light Light Out at chicarita and candleberry court, san diego, ca",Closed,Street light on Chicarita Road at Candleberry Court is out,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003AiD3AAK,7/15/16,10,1,1,017056,060730170561
91561,Street Light,32.949601,-117.213216,7/5/16,"Street Light Light Out at 12759 Carmel Canyon Rd San Diego, CA 92130",Acknowledged,Stop light is flashing red all directions,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003AijYAAS,,56,1,2,021500,060730215002
91602,Street Light,32.76607583,-117.1073035,7/5/16,"Light Out at 4817 KENSINGTON DR, 92116",Assigned,Light out,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003AkpsAAC,,56,1,1,002001,060730020011
91611,Street Light,32.74625747,-117.1324614,7/5/16,"Street Light Light Out at 3747 Utah Street, San Diego, CA, United States",Closed,"There is a street light on the roof of the house on the back of the house near the garage that is out. The North East corner of the house.It is a city light, the light needs to be replaced.",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003AlO9AAK,7/19/16,13,1,1,001400,060730014001
91624,Street Light,32.70746126,-117.1295484,7/5/16,"Light Out at 3079 L ST, 92102",Assigned,Light out,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003Ali4AAC,,56,1,4,004000,060730040004
91656,Street Light,32.84121899,-117.2813263,7/5/16,"Street Light Light Out at 274-348 Coast Blvd, La Jolla, CA 92037, USA",Duplicate,Street light is out over the handicap parking area (blue curb),https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003AmUDAA0,,56,1,2,008200,060730082002
91658,Street Light,32.824943,-117.216266,7/5/16,"Street Light Light Out at 4481 Kamloop Avenue, San Diego, CA, United States",Closed,"The NEW street light is out sometimes in the evening and appears to struggle to come on,  the red light on top blinks.  This is an intermittent problem.  I reported it once in Feb and have kept track of the dates I noticed it out.  2-3, 2-17, 2-23, 3-2, 4-2,5-26,  and 7-3.  Sometime in April we noticed the OLD light out and then a few weeks later it was back on. We talked to a SDGE person that said Turko was called.  The OLD lights are now out again, which is fine if the NEW ones worked. I have been taking photos of the light when out as proof, including July 3rd.  This makes a very dark corner.  The first photos show the OLD light on and NEW off, then all off with the red light blinking.",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003AmUrAAK,7/19/16,13,1,4,008501,060730085014
91671,Street Light,32.824998,-117.216755,7/5/16,"Street Light Light Out at 4506 Kamloop Avenue, San Diego, CA, United States",Closed,The light on the east corner of Jappa and Kamloop was out the night of July 3rd and was working again on the night of July 4th.  It is sporadic most nights it is on and then some nights it does not come on.  Without the light it is very dark on that corner.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003AmauAAC,7/19/16,13,1,4,008501,060730085014
91702,Street Light,32.707757,-117.128553,7/5/16,"Street Light Light Out at 3044 L Street, San Diego, CA, United States",Closed,Light is out. Street light closer to 31st street.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003AmhgAAC,7/19/16,13,1,2,004000,060730040002
91709,Street Light,32.783768,-117.198181,7/5/16,"Street Light Light Out at Milton Street, San Diego, CA, United States",Assigned,In front of the bus stop at Illion and Milton St there is a hole in the sidewalk with wires and metal sticking out as a dangerous tripping hazard.  Looks like a planned streetlight that was never installed.  It's a busy sidewalk.  My husband impaled his shoe on it on July 4th.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003AmkuAAC,,56,1,3,009103,060730091033
91730,Street Light,32.7271119,-117.170686,7/6/16,Street Light Light Out at 2168 Kettner Blvd,Closed,Cobra light out on NW corner of Kettner and Ivy,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003AnZ9AAK,7/28/16,22,1,1,005800,060730058001
91776,Street Light,32.76495432,-117.1073219,7/6/16,"Light Out at ALDER DR & KENSINGTON DR,, 92116",Assigned,LIGHT OUT,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003ApsSAAS,,55,1,2,002001,060730020012
91800,Street Light,32.9660092,-117.0777774,7/6/16,"Street Light Light Out at Calvados Place, San Diego, CA, United States",Closed,Street light out on the west side of the street,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003AqYiAAK,7/20/16,13,1,3,017039,060730170393
91828,Street Light,33.025905,-117.084434,7/6/16,"Street Light Light Out at 11492 Oculto Road, San Diego, CA, United States",Closed,The light in front of 11492 Oculto Rd is out.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003ArM9AAK,7/27/16,20,1,1,017031,060730170311
91834,Street Light,32.79549908,-117.0912508,7/6/16,"Light Out at GREENBRIER AV & MILLBROOK ST,, 92120",Assigned,Light is out,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003ArZIAA0,,55,1,3,009602,060730096023
91841,Street Light,32.70833072,-117.160103,7/6/16,"Light Out at 238 05TH AV, 92101",Closed,"GASLAMP  OUT ALONG WITH TREE TRINKLE LIGHTS ARE OUT ,",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003ArdaAAC,7/27/16,20,1,1,005400,060730054001
91855,Street Light,32.71259,-117.1599806,7/6/16,Street Light Light Out at 518?578 W G St,Assigned,Lamp pole missing make a very dark spot in park. Missing for more than 1 month. Homeless people sit in dark area making me feel unsafe,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003ArwHAAS,,55,1,2,005300,060730053002
91888,Street Light,32.81581205,-117.0908232,7/6/16,"Light Out at 3971 CATAMARCA DR, 92124",Closed,LIGHTS ON WHOLE BLOCK ARE OUT.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003AsMyAAK,7/28/16,21,1,2,009509,060730095092
91916,Street Light,32.92316422,-117.0387878,7/6/16,Street Light Light Out at 13581?13797 Stonebridge Pkwy,Assigned,"Light out for many months now. ""In progress for weeks"". Really?",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003AsV2AAK,,55,1,1,009504,060730095041
91956,Street Light,32.70829131,-117.1601703,7/6/16,"Street Light Light Out at 240 Fifth Ave, San Diego, CA 92101, USA",Closed,Light out located on the South West side of 5th & K. thank you.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003AsgeAAC,7/20/16,13,1,1,005400,060730054001
91957,Street Light,32.7161016,-117.1289438,7/6/16,"Street Light Light Out at 3030 Broadway, San Diego, CA, United States",Assigned,At least two of the street lights are out. One on each side of the street between 30th and the 94 off ramp.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003AshwAAC,,55,1,4,004100,060730041004
91958,Street Light,32.75690122,-117.1295564,7/7/16,"Street Light Light Out at 4368 Ohio St, San Diego, CA 92104, USA",Closed,Street light does not come on at night,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003AsiuAAC,8/30/16,54,1,2,001200,060730012002
91981,Street Light,32.78255127,-117.2525224,7/7/16,Street Light Light Out at Santa Clara Pl,Closed,Lights flashing at intersection,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003AtbzAAC,8/25/16,49,1,6,007600,060730076006
92034,Street Light,32.7624589,-117.1445445,7/7/16,"Street Light Light Out at 1919 Adams Avenue, San Diego, CA, United States",Assigned,"At 1919 Adams Avenue, there is a double Acorn Streetlight that is missing a globe and the luminaire looks to be damaged.",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003AvHmAAK,,54,1,1,001000,060730010001
92072,Street Light,32.8499943,-117.2722359,7/7/16,"Street Light Light Out at 1180 Coast Blvd, CA, United States",Assigned,Light pole in front of park restroom is out.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003AwcgAAC,,54,1,2,008200,060730082002
92078,Street Light,32.7922136,-117.1699468,7/7/16,"Street Light Light On During Day at 7064 Levant Street, San Diego, CA, United States",Closed,"The timer that controls the main parking lot lights is malfunctioning.  The lights are on at the wrong time of day.   Also, the time on the timer is wrong.  The clock is located inside the recreation center building.",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003AwmCAAS,7/20/16,12,1,2,008600,060730086002
92101,Street Light,32.90762817,-117.1051267,7/7/16,"Light Out at 10616 vista lago San Diego, CA 92131, USA",Closed,Light not working,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003Axi1AAC,7/28/16,20,1,6,017022,060730170226
92127,Street Light,32.70416831,-117.1521357,7/7/16,Street Light Light On During Day at 1535 Newton Ave,Closed,The last two lights on the west curb of Newton Ave need servicing. One is a dayburner and one is out. The are northwest of 16th St. on Newton Ave by the trolley yard.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003AyJWAA0,7/20/16,12,1,2,005100,060730051002
92130,Street Light,32.70804546,-117.1623456,7/7/16,Street Light Light On During Day at 204?350 E Harbor Dr,Assigned,One of the newer acorn type LED street lights is a dayburner. The light is the first pole north of Harbor Dr. & Convention Center Ct. on the east curb.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003AyNJAA0,,54,1,1,005400,060730054001
92136,Street Light,32.70562396,-117.1583175,7/7/16,Street Light Light Out at 654?796 E Harbor Dr,Closed,One of the LED acorn style lights is missing. The light is on the third pole north of Harbor Dr. & Park Blvd on the east curb.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003AyRuAAK,7/28/16,20,1,4,005400,060730054004
92141,Street Light,32.70626759,-117.1546002,7/7/16,Street Light Light On During Day at 1265 Imperial Ave,Closed,The induction street light at the southeast corner of Imperial Ave and 11th St is a dayburner.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003AyUKAA0,7/20/16,12,1,2,005100,060730051002
92148,Street Light,32.78253225,-117.2525633,7/7/16,Street Light Light Out at 730 Santa Clara Pl,Closed,Street lights flashing all day,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003AyZPAA0,8/25/16,48,1,6,007600,060730076006
92178,Street Light,32.78485386,-117.1714845,7/7/16,Street Light Light On During Day at Morley St and Morley Wy,Closed,This streetlight is on all day and all night.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003AyqVAAS,7/20/16,12,1,3,008600,060730086003
92213,Street Light,32.758128,-117.138479,7/8/16,"Street Light Light Out at 4445 Texas St, San Diego, CA, United States",Closed,,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003B1GuAAK,8/25/16,48,1,3,001000,060730010003
92224,Street Light,32.78204988,-117.2515365,7/8/16,Street Light Light On During Day at 833 Ostend Ct,Closed,Dayburner,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003B23hAAC,7/19/16,11,1,3,007600,060730076003
92225,Street Light,32.93039695,-117.1510023,7/8/16,"Street Light Light Out at Calle Cristobal, San Diego, CA 92126, USA",Closed,Street light out at the intersection of Calle Cristobal and Thomas Hayes Lane,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003B267AAC,7/20/16,12,1,2,008346,060730083462
92262,Street Light,32.75052219,-117.1835439,7/8/16,"Street Light Light Out at 4105 Alameda Dr, San Diego, CA",Closed,Acorn light on the NE corner of Alameda Dr. and Sheridan Ave is nonfunctional.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003B37LAAS,7/20/16,11,1,2,000100,060730001002
92269,Street Light,32.9290937,-117.1104874,7/8/16,"Street Light Light On During Day at 11548 Aprica Place, San Diego, 92131 A, United States",Closed - Referred,The street light to the North of our house is causing light pollution to our house and is a nuisance.  I would like to request a shield to be put on the street light.  Thank you for your attention to this matter.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003B3SsAAK,,53,1,1,017043,060730170431
92346,Street Light,32.851747,-117.254771,7/8/16,"Street Light Light Out at 7959 Paseo Del Ocaso, CA, United States",Assigned,The street light across the street and the one to the right of the property are not operational. Thanks,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003B4PuAAK,,53,1,4,008312,060730083124
92349,Street Light,32.82029745,-117.1774091,7/8/16,"Light Out at 5650 BALBOA AV, 92117",Closed,PER CUSTOMER THERE IS A STREET LIGHT THAT IS OUT AT THE ADDRESS.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003B4QJAA0,7/19/16,10,1,4,008507,060730085074
92351,Street Light,32.71119847,-117.144022,7/8/16,Street Light Light Out at 554 22nd St,Closed,,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003B4QxAAK,8/30/16,52,1,1,004700,060730047001
92352,Street Light,32.71201474,-117.1439768,7/8/16,Street Light Light Out at 655 22nd St,Acknowledged,,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003B4R7AAK,,53,1,2,004600,060730046002
92353,Street Light,32.71222123,-117.1439733,7/8/16,Street Light Light Out at 655 22nd St,Closed,,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003B4RCAA0,8/11/16,33,1,2,004600,060730046002
92354,Street Light,32.71229784,-117.143951,7/8/16,Street Light Light Out at 665 22nd St,Closed,,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003B4RHAA0,8/11/16,33,1,2,004600,060730046002
92355,Street Light,32.71173819,-117.1424839,7/8/16,Street Light Light Out at 601?629 24th St,Assigned,,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003B4RMAA0,,53,1,2,004600,060730046002
92361,Street Light,32.8018902,-117.2210474,7/8/16,"Street Light Light Out at 2639 Grand Avenue, San Diego, CA, United States",Assigned,"There are 4 lights out on the lighted softball field and they have been out since last December. This has been reported several times. One pole has a birds nest on it, so we don't expect those to be fixed. But the pole in left field has both lights out, which would be great to have corrected, so anyone playing ball in left field has better visibility.",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003B4SPAA0,,53,1,1,007600,060730076001
92373,Street Light,32.71000738,-117.153739,7/8/16,"Street Light Light Out at 401-471 Park Blvd, San Diego, CA 92101, USA",Assigned,All the street lights located on the East side of Pak between Island & J street are out. thank you.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003B4UBAA0,,53,1,2,005100,060730051002
92379,Street Light,33.0157529,-117.072071,7/9/16,"Street Light Light Out at 11971 Callado Road, San Diego, CA, United States",Assigned,Has not worked for 3 weeks,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003B4XKAA0,,53,1,1,017014,060730170141
92424,Street Light,32.726082,-117.24575,7/9/16,Street Light Light Out at N32.73 E117.25,Assigned,Light doesn't work at night,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003B4mPAAS,,52,1,1,007200,060730072001
92434,Street Light,32.8166434,-117.2716626,7/9/16,"Street Light Light Out at 5728-5752 La Jolla Blvd, La Jolla, CA 92037, USA",Assigned,The street lights (LED) have been out for months and need to be replaced.  We are receiving concerns and complaints from community members and pedestrians.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003B4o1AAC,,52,1,1,008102,060730081021
92452,Street Light,32.72464323,-117.1093259,7/9/16,Street Light Light Out at 1804 Midvale Dr,Assigned,Light was removed from pole when pole replaced. Light never put back up. Too much distance between  lights on street. Dangerous at night.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003B4vWAAS,,52,1,1,002502,060730025021
92522,Street Light,32.7562682,-117.1323374,7/9/16,"Street Light Light Out at 4341 Utah Street, San Diego, CA, United States",Closed,4 lights out end of block,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003B58uAAC,8/30/16,51,1,3,001200,060730012003
92524,Street Light,32.76375409,-117.0552436,7/9/16,Street Light Light Out at 4711 Valencia Dr,Closed,Light out,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003B59OAAS,7/27/16,17,1,1,002902,060730029021
92525,Street Light,32.725546,-117.103341,7/9/16,"Street Light Light Out at Jacob Dekema Freeway San Diego, CA 92105",Assigned,"Report#88804 stated ""in process""  Going on 2 weeks. Concerned about heavy summer night traffic and it's completely dark at night (under freeway). In addition, vehicle speed is dangerous. 1 out of 6 lights work.  Thank you!",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003B59TAAS,,52,1,2,003401,060730034012
92532,Street Light,32.72554924,-117.2466338,7/9/16,"Light Out at 1022 SANTA BARBARA ST, 92107",Assigned,MULTIPLE ST LIGHTS OUT ALONG SANTA BARBARA,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003B5F7AAK,,52,1,1,007200,060730072001
92533,Street Light,32.91632784,-117.163647,7/9/16,"Street Light Light Out at 10998 Sunny Meadow St, San Diego, CA 92126, USA",Closed,The street light at the intersection of canyon breeze and sunny meadow is burned out,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003B5FHAA0,7/27/16,17,1,2,008348,060730083482
92538,Street Light,32.7337278,-117.1761618,7/10/16,"Street Light Light On During Day at 2901-2993 Pacific Hwy, San Diego, CA 92101, USA",Closed,All of the streetlights in this stretch of Pacific Hwy are on during the day.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003B5UgAAK,7/20/16,10,1,2,006100,060730061002
92545,Street Light,33.02572509,-117.0843911,7/10/16,"Street Light Light Out at 11492 Oculto Rd, San Diego, CA 92127, USA",Closed,Street light out at intersection of Oculto Road and Oculto Way in Rancho Bernardo,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003B5VKAA0,7/27/16,17,1,1,017031,060730170311
92582,Street Light,32.70953343,-117.1361974,7/10/16,"Street Light Light Out at 2600-2698 J St, San Diego, CA 92102, USA",Closed,"appears vandals broke street light at corner of 27th and J street, north side of streetrecently. None operational and will need significant repair",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003B5e2AAC,7/20/16,9,1,1,004800,060730048001
92583,Street Light,32.74833559,-117.1616235,7/10/16,Street Light Light Out at 3900?3998 4th Ave,Closed,"Lights flashing, stop lights not running",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003B5eMAAS,7/28/16,17,1,2,000400,060730004002
92586,Street Light,32.780398,-117.25141,7/10/16,Street Light Light On During Day at 833?899 San Juan Pl,Closed,Day Burner,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003B5feAAC,7/20/16,9,1,3,007600,060730076003
92597,Street Light,32.7435137,-117.2484562,7/10/16,"Street Light Light On During Day at 1829 Sunset Cliffs Blvd, San Diego, CA, United States",Acknowledged,1829 Sunset Cliffs Blvd. is a day burner (for several weeks).,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003B5haAAC,,51,1,2,007301,060730073012
92603,Street Light,32.8347062,-117.2794912,7/10/16,"Street Light Light Out at 7154 Monte Vista Ave, La Jolla, CA, United States",Closed,"The streetlight is completely covered by the overgrowth of trees from the property next door.  The overgrowth also has grown into the power lines, creating a fire hazard.  This is the third time I have reported this.",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003B5ixAAC,7/30/16,19,1,3,008101,060730081013
