Case Number,Parent Case Number,Status,Mobile/Web Status,Duplicate Verified,Override Duplicate,Functional Location,Question #1,Answer #1,Answer #1 Options,Question #2,Answer #2,Answer #2 Options,Question #3,Answer #3,Question #4,Answer #4,Referral Email List,Referred Email List,Contact Email Internal Referral,Display Referral Information,Referred Email Update,Priority,Case Origin,Case Reason,Date/Time Opened,Opened Date,Case Date/Time Last Modified,Case Last Modified Date,Date/Time Closed,Closed Date,Age (Days),Open,Closed,Subject,Public Description,Problem Group,Problem Category,Problem Category Detail,Problem Description,Geolocation Lat Long,Geolocation (Latitude),Geolocation (Longitude),SAP Notification Number,SAP Problem Category,SAP Problem Code,SAP Problem Type,SAP Reference Document,SAP Source List,SAP System Status,SAP User Status,Short Description,SLA,SAP URL,Case Record Type,block,tract,geoid,blockgroup
87163,0.0,Closed,Closed,0.0,0.0,SA-002250,Offensive?,No,,Where is it located?,Private Residence,,,,,,,,,,,Medium,Mobile,Problem resolved,6/9/2016 16:32,6/9/2016,7/22/2016 7:57,7/22/2016,7/22/2016 7:57,7/22/2016,43.0,0.0,1.0,"Graffiti  at alley @ 4591 Conrad Ave., SD",Gang graffiti in alley,Other,Graffiti,,,32.835014-117.192034,32.835014,-117.192034,150001000000.0,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,M,NOCO,CMPL,"alley @ 4591 Conrad Ave., SDGraffit...",,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000039JLeAAM,Street Division Closed Case,5006,008505,060730085055006,5
87161,0.0,Acknowledged,New,0.0,0.0,SA-002250,Offensive?,No,,Where is it located?,Private Residence,,,,,,,,,,,Medium,Mobile,Problem resolved,6/9/2016 16:30,6/9/2016,6/9/2016 21:01,6/9/2016,,,95.0,1.0,0.0,"Graffiti  at alley @ 4579 Conrad Ave., SD",Gang graffiti in alley,Other,Graffiti,,,32.835185-117.192324,32.835185,-117.192324,150001000000.0,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,,,,Graffiti Removal,,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000039JLFAA2,Street Division,5006,008505,060730085055006,5
87158,0.0,Closed,Closed,0.0,1.0,SA-002250,Offensive?,No,,Where is it located?,Private Residence,,,,,,,,,,,Medium,Mobile,Problem resolved,6/9/2016 16:29,6/9/2016,6/29/2016 0:04,6/29/2016,6/29/2016 0:04,6/29/2016,19.0,0.0,1.0,"Graffiti  at alley @ 4517 Conrad Ave., SD",Gang graffiti in alley,Other,Graffiti,,,32.834979-117.194113,32.834979,-117.194113,150001000000.0,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,M,NOCO,CMPL,"alley @ 4517 Conrad Ave., SDGraffit...",,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000039JKlAAM,Street Division Closed Case,5006,008505,060730085055006,5
87150,0.0,Closed,Closed,0.0,0.0,SS-021177,Offensive?,No,,Where is it located?,City Sign,,,,,,,,,,,Medium,Mobile,Problem resolved,6/9/2016 16:23,6/9/2016,6/15/2016 0:04,6/15/2016,6/15/2016 0:04,6/15/2016,5.0,0.0,1.0,Graffiti  at 4317 Park Blvd,Remove stickers from bike lane sign.,Other,Graffiti,,,32.75568646847527-117.1462507826436,32.75568647,-117.1462508,150001000000.0,TRAFFIC - Traffic Control,5302.0,Graffiti Removal - Signs,,M,NOCO,CMPL,4317 Park BlvdGraffit...,,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000039JJ9AAM,Street Division Closed Case,4013,001000,060730010004013,4
87138,0.0,Acknowledged,New,0.0,1.0,SS-022355,Offensive?,No,,Where is it located?,Park,,,,,,,,,,,Medium,Web,Problem resolved,6/9/2016 16:04,6/9/2016,6/14/2016 0:04,6/14/2016,,,95.0,1.0,0.0,"Graffiti  at Paseo De Oro & Presidents way, San Diego, CA 92101, USA","While on patrol for RSVP, we noticed graffiti on the supports for the bridge that goes from the Ruben H. Fleet Space Center parking lot to the parking lot behind the Railroad Museum building in Balboa Park.  There is also graffiti on two sewer access structures, one north of the bridge and one south of it (this is in the canyon area that goes under the bridge noted above).  I don't know if the address that your map gave for this location is correct, since I placed the location symbol in the general area in Balboa Park.",Other,Graffiti,,,32.7273339-117.1513757,32.7273339,-117.1513757,150001000000.0,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,N,,,Paseo De Oro & Presidents w...Graffit...,,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000039JEYAA2,Street Division,2038,005600,060730056002038,2
87135,0.0,Closed,Closed,0.0,1.0,SS-013415,Offensive?,No,,Where is it located?,Utility Box,,,,,,,,,,,Medium,Mobile,Problem resolved,6/9/2016 16:02,6/9/2016,6/15/2016 0:04,6/15/2016,6/15/2016 0:04,6/15/2016,5.0,0.0,1.0,"Graffiti  at 3951 Hiawatha Way, SD",Gang graffiti in alley,Other,Graffiti,,,43.3009857-96.56028169999999,43.3009857,-96.5602817,150001000000.0,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,M,NOCO,CMPL,"3951 Hiawatha Way, SDGraffit...",,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000039JDuAAM,Street Division Closed Case,1026,010200,460830102001026,1
87134,87127.0,Closed,Closed,1.0,0.0,SA-000757,Offensive?,No,,Where is it located?,Private Residence,,,,,,,,,,,Medium,Mobile,Problem resolved,6/9/2016 16:01,6/9/2016,6/29/2016 0:04,6/29/2016,6/29/2016 0:04,6/29/2016,19.0,0.0,1.0,"Graffiti  at alley @ 4316 Clairemont Dr., SD",Gang graffiti in alley,Other,Graffiti,,,32.81958-117.204295,32.81958,-117.204295,,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,,,,Graffiti Removal,,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000039JDaAAM,Street Division Closed Case,2012,008503,060730085032012,2
87133,87127.0,Closed,Closed,1.0,0.0,SS-012113,Offensive?,No,,Where is it located?,Private Residence,,,,,,,,,,,Medium,Mobile,Problem resolved,6/9/2016 16:01,6/9/2016,6/29/2016 0:04,6/29/2016,6/29/2016 0:04,6/29/2016,19.0,0.0,1.0,Graffiti  at N32.82 E117.20,Gang graffiti in alley,Other,Graffiti,,,32.819436-117.204311,32.819436,-117.204311,,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,,,,Graffiti Removal,,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000039JDLAA2,Street Division Closed Case,2011,008503,060730085032011,2
87132,87127.0,Closed,Closed,1.0,0.0,SS-012113,Offensive?,No,,Where is it located?,Private Residence,,,,,,,,,,,Medium,Mobile,Problem resolved,6/9/2016 16:00,6/9/2016,6/29/2016 0:04,6/29/2016,6/29/2016 0:04,6/29/2016,19.0,0.0,1.0,Graffiti  at N32.82 E117.20,Gang graffiti in alley,Other,Graffiti,,,32.819204-117.204206,32.819204,-117.204206,,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,,,,Graffiti Removal,,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000039JDBAA2,Street Division Closed Case,2011,008503,060730085032011,2
87131,0.0,Closed,Closed,0.0,1.0,SA-000757,Offensive?,No,,Where is it located?,Private Residence,,,,,,,,,,,Medium,Mobile,Problem resolved,6/9/2016 15:59,6/9/2016,7/19/2016 0:04,7/19/2016,7/19/2016 0:03,7/19/2016,39.0,0.0,1.0,"Graffiti  at alley @ 4296 Clairemont Dr., Sd",Gang graffiti in alley,Other,Graffiti,,,32.819109-117.203971,32.819109,-117.203971,150001000000.0,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,M,NOCO,CMPL,alley @ 4296 Clairemont Dr....Graffit...,,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000039JCrAAM,Street Division Closed Case,2012,008503,060730085032012,2
87130,87127.0,Closed,Closed,1.0,0.0,SS-012113,Offensive?,No,,Where is it located?,Private Residence,,,,,,,,,,,Medium,Mobile,Problem resolved,6/9/2016 15:59,6/9/2016,6/29/2016 0:04,6/29/2016,6/29/2016 0:04,6/29/2016,19.0,0.0,1.0,Graffiti  at N32.82 E117.20,Gang graffiti in alley,Other,Graffiti,,,32.819056-117.203966,32.819056,-117.203966,,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,,,,Graffiti Removal,,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000039JCmAAM,Street Division Closed Case,2011,008503,060730085032011,2
87128,87127.0,Closed,Closed,1.0,0.0,SS-012113,Offensive?,No,,Where is it located?,Street Lights,,,,,,,,,,,Medium,Mobile,Problem resolved,6/9/2016 15:58,6/9/2016,6/29/2016 0:04,6/29/2016,6/29/2016 0:04,6/29/2016,19.0,0.0,1.0,Graffiti  at N32.82 E117.20,Gang graffiti in alley,Other,Graffiti,,,32.819071-117.203986,32.819071,-117.203986,,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,,,,Graffiti Removal,,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000039JCSAA2,Street Division Closed Case,2011,008503,060730085032011,2
87127,0.0,Closed,Closed,0.0,1.0,SA-000757,Offensive?,No,,Where is it located?,Private Residence,,,,,,,,,,,Medium,Mobile,Problem resolved,6/9/2016 15:58,6/9/2016,6/29/2016 0:04,6/29/2016,6/29/2016 0:04,6/29/2016,19.0,0.0,1.0,Graffiti  at alley btwn Gila Ave & Hiawatha Wy,multiple locations in alley behind Clairemont Dr./Gila St. - Gang graffiti in alley,Other,Graffiti,,,32.818928-117.203868,32.818928,-117.203868,150001000000.0,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,M,NOCO,CMPL,alley btwn Gila Ave & Hiawa...Graffit...,,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000039JCIAA2,Street Division Closed Case,2011,008503,060730085032011,2
87126,92173.0,Closed,Closed,0.0,0.0,SS-007254,Offensive?,No,,Where is it located?,Private Residence,,,,,,,,,,,Medium,Mobile,No Email,6/9/2016 15:57,6/9/2016,8/19/2016 7:45,8/19/2016,8/19/2016 7:45,8/19/2016,71.0,0.0,1.0,"Graffiti  at 4290 Clairemont Dr San Diego, CA 92117",Gang graffiti in alley,Other,Graffiti,,,32.818939-117.203811,32.818939,-117.203811,150001000000.0,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,1.50001E+11,M,NOCO,CMPL CANC,4290 Clairemont Dr San Dieg...Graffit...,,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000039JC8AAM,Street Division Closed Case,2012,008503,060730085032012,2
87125,0.0,Closed,Closed,0.0,1.0,SS-012115,Offensive?,No,,Where is it located?,Private Residence,,,,,,,,,,,Medium,Mobile,Problem resolved,6/9/2016 15:55,6/9/2016,6/29/2016 0:04,6/29/2016,6/29/2016 0:04,6/29/2016,19.0,0.0,1.0,"Graffiti  at alley @ 4215 Gila Ave., SD",Gang graffiti in alley,Other,Graffiti,,,32.81826-117.203167,32.81826,-117.203167,150001000000.0,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,M,NOCO,CMPL,"alley @ 4215 Gila Ave., SDGraffit...",,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000039JBoAAM,Street Division Closed Case,2012,008503,060730085032012,2
87124,87123.0,Closed,Closed,1.0,0.0,SS-012115,Offensive?,No,,Where is it located?,Private Residence,,,,,,,,,,,Medium,Mobile,Problem resolved,6/9/2016 15:55,6/9/2016,7/7/2016 0:20,7/7/2016,7/7/2016 0:20,7/7/2016,27.0,0.0,1.0,Graffiti  at N32.82 E117.20,Gang graffiti in alley,Other,Graffiti,,,32.818388-117.203415,32.818388,-117.203415,,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,,,,Graffiti Removal,,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000039JBjAAM,Street Division Closed Case,2011,008503,060730085032011,2
87123,0.0,Closed,Closed,0.0,0.0,SA-000756,Offensive?,No,,Where is it located?,Private Residence,,,,,,,,,,,Medium,Mobile,Problem resolved,6/9/2016 15:54,6/9/2016,7/7/2016 0:20,7/7/2016,7/7/2016 0:20,7/7/2016,27.0,0.0,1.0,"Graffiti  at alley @ 4210 Gila Ave San Diego, CA 92117",Gang graffiti in alley,Other,Graffiti,,,32.8179332-117.20311,32.8179332,-117.20311,150001000000.0,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,M,NOCO,CMPL,alley @ 4210 Gila Ave San D...Graffit...,,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000039JBKAA2,Street Division Closed Case,3000,008503,060730085033000,3
87122,0.0,Closed,Closed,0.0,1.0,SS-007256,Offensive?,No,,Where is it located?,Private Residence,,,,,,,,,,,Medium,Mobile,Problem resolved,6/9/2016 15:53,6/9/2016,7/19/2016 0:04,7/19/2016,7/19/2016 0:03,7/19/2016,39.0,0.0,1.0,"Graffiti  at 4168 Clairemont Dr San Diego, CA 92117",Gang graffiti in alley,Other,Graffiti,,,32.816648-117.201994,32.816648,-117.201994,150001000000.0,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,M,NOCO,CMPL,4168 Clairemont Dr San Dieg...Graffit...,,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000039JBAAA2,Street Division Closed Case,3011,008503,060730085033011,3
87121,87112.0,Duplicate,New,1.0,0.0,SS-008744,Offensive?,No,,Where is it located?,Private Residence,,,,,,,,,,,Medium,Mobile,Problem resolved,6/9/2016 15:52,6/9/2016,6/9/2016 20:58,6/9/2016,,,95.0,1.0,0.0,"Graffiti  at alley @ 4081 Datcho Dr., SD",Gang graffiti in alley,Other,Graffiti,,,32.815239-117.201577,32.815239,-117.201577,,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,,,,Graffiti Removal,,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000039JAvAAM,Street Division,3010,008503,060730085033010,3
87120,87112.0,Duplicate,New,1.0,0.0,SS-008744,Offensive?,No,,Where is it located?,Private Residence,,,,,,,,,,,Medium,Mobile,Problem resolved,6/9/2016 15:51,6/9/2016,6/9/2016 20:57,6/9/2016,,,95.0,1.0,0.0,"Graffiti  at alley @ 4081 Datcho Dr., SD",Gang graffiti in alley,Other,Graffiti,,,32.815208-117.201588,32.815208,-117.201588,,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,,,,Graffiti Removal,,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000039JAgAAM,Street Division,3010,008503,060730085033010,3
87117,0.0,Assigned,In process,0.0,1.0,SS-008744,Offensive?,No,,Where is it located?,Private Residence,,,,,,,,,,,Medium,Mobile,Problem resolved,6/9/2016 15:51,6/9/2016,6/11/2016 0:02,6/11/2016,,,95.0,1.0,0.0,"Graffiti  at alley @ 4081 Datcho Dr., SD",Gang graffiti in alley,Other,Graffiti,,,32.815213-117.201607,32.815213,-117.201607,150001000000.0,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,M,NOPR,INPR,"alley @ 4081 Datcho Dr., SDGraffit...",,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000039JAMAA2,Street Division,3010,008503,060730085033010,3
87116,0.0,Assigned,In process,0.0,1.0,SA-000948,Offensive?,No,,Where is it located?,Street Lights,,,,,,,,,,,Medium,Mobile,Problem resolved,6/9/2016 15:50,6/9/2016,6/11/2016 0:02,6/11/2016,,,95.0,1.0,0.0,"Graffiti  at 4081 Datcho Dr San Diego, CA 92117",Gang graffiti in alley,Other,Graffiti,,,32.815057-117.201555,32.815057,-117.201555,150001000000.0,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,M,NOPR,INPR,"4081 Datcho Dr San Diego, C...Graffit...",,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000039JACAA2,Street Division,3010,008503,060730085033010,3
87115,87112.0,Duplicate,New,1.0,0.0,SS-008744,Offensive?,No,,Where is it located?,Private Residence,,,,,,,,,,,Medium,Mobile,Problem resolved,6/9/2016 15:49,6/9/2016,6/9/2016 20:55,6/9/2016,,,95.0,1.0,0.0,"Graffiti  at alley at 4061 Datcho Dr. - garage, SD",Gang graffiti in alley,Other,Graffiti,,,32.814844-117.201561,32.814844,-117.201561,,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,,,,Graffiti Removal,,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000039J9xAAE,Street Division,3010,008503,060730085033010,3
87114,87112.0,Closed,Closed,0.0,1.0,SS-008744,Offensive?,No,,Where is it located?,Private Residence,,,,,,,,,,,Medium,Mobile,Problem resolved,6/9/2016 15:49,6/9/2016,6/29/2016 0:04,6/29/2016,6/29/2016 0:04,6/29/2016,19.0,0.0,1.0,"Graffiti  at alley @ 4061 Datcho Dr., SD",Gang graffiti in alley,Other,Graffiti,,,32.814747-117.201602,32.814747,-117.201602,150001000000.0,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,M,NOCO,CMPL,"alley @ 4061 Datcho Dr., SDGraffit...",,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000039J9iAAE,Street Division Closed Case,3010,008503,060730085033010,3
87112,0.0,Assigned,In process,0.0,0.0,SS-008744,Offensive?,No,,Where is it located?,Street Lights,,,,,,,,,,,Medium,Mobile,Problem resolved,6/9/2016 15:48,6/9/2016,6/16/2016 0:03,6/16/2016,,,95.0,1.0,0.0,"Graffiti  at alley @ 4071 Datcho Dr., SD",Gang graffiti in alley,Other,Graffiti,,,32.814749-117.201599,32.814749,-117.201599,150001000000.0,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,M,NOPR,INPR,"alley @ 4071 Datcho Dr., SDGraffit...",,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000039J9TAAU,Street Division,3010,008503,060730085033010,3
87111,0.0,Closed,Closed,0.0,1.0,SA-000948,Offensive?,No,,Where is it located?,Private Residence,,,,,,,,,,,Medium,Mobile,Problem resolved,6/9/2016 15:47,6/9/2016,6/29/2016 0:04,6/29/2016,6/29/2016 0:04,6/29/2016,19.0,0.0,1.0,"Graffiti  at alley @ 4068 Clairemont Dr., SD",Gang graffiti in alley,Other,Graffiti,,,32.81457-117.201516,32.81457,-117.201516,150001000000.0,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,M,NOCO,CMPL,alley @ 4068 Clairemont Dr....Graffit...,,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000039J9JAAU,Street Division Closed Case,3010,008503,060730085033010,3
87110,0.0,Closed,Closed,0.0,0.0,SA-000948,Offensive?,No,,Where is it located?,Private Residence,,,,,,,,,,,Medium,Mobile,Problem resolved,6/9/2016 15:47,6/9/2016,6/29/2016 0:04,6/29/2016,6/29/2016 0:04,6/29/2016,19.0,0.0,1.0,"Graffiti  at Alley behind 4028 Clairemont Dr., San Diego",Gang graffiti in alley,Other,Graffiti,,,32.813956-117.201296,32.813956,-117.201296,150001000000.0,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,M,NOCO,CMPL,Alley behind 4028 Clairemon...Graffit...,,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000039J99AAE,Street Division Closed Case,3011,008503,060730085033011,3
87108,0.0,Closed,Closed,1.0,1.0,SA-000948,Offensive?,No,,Where is it located?,Private Residence,,,,,,,,,,,Medium,Mobile,Problem resolved,6/9/2016 15:46,6/9/2016,7/19/2016 0:04,7/19/2016,7/19/2016 0:03,7/19/2016,39.0,0.0,1.0,"Graffiti  at 4028 Clairemont Dr San Diego, CA 92117",Gang graffiti in alley,Other,Graffiti,,,32.81397-117.20141,32.81397,-117.20141,150001000000.0,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,M,NOCO,CMPL,4028 Clairemont Dr San Dieg...Graffit...,,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000039J8uAAE,Street Division Closed Case,3011,008503,060730085033011,3
87107,0.0,Closed,Closed,0.0,0.0,SS-007156,Offensive?,No,,Where is it located?,Private Residence,,,,,,,,,,,Medium,Mobile,Problem resolved,6/9/2016 15:45,6/9/2016,7/19/2016 0:04,7/19/2016,7/19/2016 0:03,7/19/2016,39.0,0.0,1.0,"Graffiti  at 4180 Chippewa Ct San Diego, CA 92117",Gang graffiti,Other,Graffiti,,,32.813748-117.201498,32.813748,-117.201498,150001000000.0,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,M,NOCO,CMPL,"4180 Chippewa Ct San Diego,...Graffit...",,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000039J8fAAE,Street Division Closed Case,3010,008503,060730085033010,3
87100,0.0,Assigned,In process,0.0,0.0,SS-029880,,,,,,,,,,,,,,,,Medium,Phone,Problem resolved,6/9/2016 15:25,6/9/2016,6/10/2016 0:02,6/10/2016,,,95.0,1.0,0.0,Graffiti Removal at W. Laurel St. between Curlew & State,"On West Laurel St. between State St. and Curlew St., on the actual road surface, there is graffiti.",Other,Graffiti,,,32.73133374820108-117.16779700354562,32.73133375,-117.167797,150001000000.0,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,0,NOPR,INPR,W. Laurel St. between Curle...Graffit...,,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000039J3BAAU,Street Division,3036,006000,060730060003036,3
87093,0.0,Closed,Closed,0.0,0.0,SS-029523,,,,,,,,,,,,,,,,Medium,Phone,Problem resolved,6/9/2016 15:16,6/9/2016,7/7/2016 0:20,7/7/2016,7/7/2016 0:20,7/7/2016,27.0,0.0,1.0,"Graffiti Removal at 4302 Z ST, 92113",GRAFFITI ON WALL.,Other,Graffiti,,,32.69153690241157-117.10242807942211,32.6915369,-117.1024281,150001000000.0,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,0,NOCO,CMPL,"4302 Z ST, 92113Graffit...",,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000039IzOAAU,Street Division Closed Case,1007,003602,060730036021007,1
87073,0.0,Closed,Closed,0.0,0.0,SS-000037,Offensive?,Yes,,Where is it located?,Commercial Property,,,,,,,,,,,Medium,Web,Problem resolved,6/9/2016 14:29,6/9/2016,9/1/2016 0:06,9/1/2016,9/1/2016 0:06,9/1/2016,83.0,0.0,1.0,"Graffiti  at 1666 1st Avenue, San Diego, CA, United States","Property wall covered with gang tags on exterior of property wall, visible on offramp connecting Interstate 5 South to Second Ave.",Other,Graffiti,,,32.7226875-117.1641182,32.7226875,-117.1641182,150001000000.0,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,N,NOCO,CMPL,"1666 1st Avenue, San Diego,...Graffit...",,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000039IknAAE,Street Division Closed Case,1008,005600,060730056001008,1
87057,0.0,Closed,Closed,0.0,0.0,SS-010118,Offensive?,No,,Where is it located?,Private Residence,,,,,,,,,,,Medium,Mobile,Problem resolved,6/9/2016 13:35,6/9/2016,6/29/2016 0:04,6/29/2016,6/29/2016 0:04,6/29/2016,19.0,0.0,1.0,"Graffiti  at 1480-1498 Elder Ave San Diego, CA 92154",Graffiti on the fence wall in the alley. Visible from the street.,Other,Graffiti,,,32.579146-117.101474,32.579146,-117.101474,150001000000.0,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,M,NOCO,CMPL,1480-1498 Elder Ave San Die...Graffit...,,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000039IPQAA2,Street Division Closed Case,3019,010103,060730101033019,3
87050,0.0,Acknowledged,New,0.0,0.0,SS-030186,,,,,,,,,,,,,,,,Medium,Phone,Problem resolved,6/9/2016 13:24,6/9/2016,6/9/2016 13:24,6/9/2016,,,95.0,1.0,0.0,"Graffiti Removal at 11174 WESTONHILL DR, 92126",GRAFFITI ON EQUIPMENT IN PARK,Other,Graffiti,,,32.92428622757841-117.1350983250446,32.92428623,-117.1350983,150001000000.0,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,,,,Graffiti Removal,,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000039IK1AAM,Street Division,1006,008352,060730083521006,1
87039,0.0,Closed,Closed,0.0,0.0,SS-020801,,,,,,,,,,,,,,,,Medium,Phone,Problem resolved,6/9/2016 12:46,6/9/2016,6/12/2016 0:03,6/12/2016,6/12/2016 0:03,6/12/2016,2.0,0.0,1.0,"Graffiti Removal at 1010 OUTER RD, 92154",GRAFFITI ON SIDEWALK  IN SEVERAL PLACES,Other,Graffiti,,,32.576630380954-117.08055331942485,32.57663038,-117.0805533,150001000000.0,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,0,NOCO,CMPL,"1010 OUTER RD, 92154Graffit...",,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000039I1JAAU,Street Division Closed Case,1022,010107,060730101071022,1
87038,60410.0,Closed,Closed,1.0,0.0,SS-019702,,,,,,,,,,,,,,,,Medium,Email,Problem resolved,6/9/2016 12:46,6/9/2016,6/12/2016 0:03,6/12/2016,6/12/2016 0:03,6/12/2016,2.0,0.0,1.0,"Graffiti Removal at 3452 NATIONAL AV, 92113",Remove graffiti on wall,Other,Graffiti,,,32.69599619339015-117.11962078514587,32.69599619,-117.1196208,150001000000.0,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,1,NOCO,CMPL,3452 NATIONAL AV-GRAFFITI ON PRIV FENCE,,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000039I19AAE,Street Division Closed Case,1001,003502,060730035021001,1
87026,0.0,Acknowledged,New,1.0,0.0,SS-009756,Offensive?,Yes,,,,,,,,,,,,,,Medium,Mobile,Problem resolved,6/9/2016 11:42,6/9/2016,6/9/2016 16:42,6/9/2016,,,95.0,1.0,0.0,Graffiti  at 2100?2198 E Mission Bay Dr,,Other,Graffiti,,,32.78262104376478-117.2087640223254,32.78262104,-117.208764,150001000000.0,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,,,,Graffiti Removal,,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000039HTgAAM,Street Division,1000,007600,060730076001000,1
87010,0.0,Closed,Closed,0.0,0.0,SS-030236,Offensive?,No,,Where is it located?,City Sign,,,,,,,,,,,Medium,Mobile,Problem resolved,6/9/2016 11:14,6/9/2016,6/18/2016 0:03,6/18/2016,6/18/2016 0:03,6/18/2016,9.0,0.0,1.0,"Graffiti  at 1860-1898 International Rd San Diego, CA 92154",Tagging on sign,Other,Graffiti,,,32.562444-117.075495,32.562444,-117.075495,150001000000.0,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,M,NOCO,CMPL,1860-1898 International Rd ...Graffit...,,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000039HCVAA2,Street Division Closed Case,1025,010109,060730101091025,1
87009,0.0,Closed,Closed,0.0,1.0,SS-023861,Offensive?,No,,Where is it located?,Street or Sidewalk,,,,,,,,,,,Medium,Mobile,Problem resolved,6/9/2016 11:14,6/9/2016,6/29/2016 0:04,6/29/2016,6/29/2016 0:04,6/29/2016,20.0,0.0,1.0,Graffiti  at 10810 Sabre Hill Dr,Graffiti,Other,Graffiti,,,32.95221257864905-117.1001484228557,32.95221258,-117.1001484,150001000000.0,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,M,NOCO,CMPL,10810 Sabre Hill DrGraffit...,,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000039HCBAA2,Street Division Closed Case,2000,017039,060730170392000,2
87007,0.0,Closed,Closed,0.0,0.0,SS-023861,Offensive?,No,,Where is it located?,Street or Sidewalk,,,,,,,,,,,Medium,Mobile,Problem resolved,6/9/2016 11:10,6/9/2016,6/16/2016 0:03,6/16/2016,6/16/2016 0:03,6/16/2016,7.0,0.0,1.0,Graffiti  at 10500?10698 Sabre Hill Dr,Blue gang related graffiti,Other,Graffiti,,,32.95228471329722-117.1001484228557,32.95228471,-117.1001484,150001000000.0,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,M,NOCO,CMPL,10500#10698 Sabre Hill DrGraffit...,,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000039HAPAA2,Street Division Closed Case,2003,017039,060730170392003,2
