Case Number,Problem Category,Geolocation (Latitude),Geolocation (Longitude),Opened Date,Subject,Status,Public Description,SAP URL,Closed Date,Age (Days)
94250,Traffic Sign,32.7365602,-117.1293447,7/19/16,"Traffic Sign  at 3000 30th Street, San Diego, CA, United States",Closed,Please replace the 15 min sign.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BjcfAAC,7/26/16,7
94252,Storm Drain,32.80685053,-117.2206119,7/19/16,"Storm Drain Channel Cleaning at Rose Creek Trail, San Diego, CA 92109, USA",Closed - Referred,TRANSIENTS LIVING IN THE ROSE CREEK RIVER BED.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BjoRAAS,,42
94253,Sidewalk,32.8526796,-117.1978147,7/19/16,"Sidewalk  at 4335 Governor Drive, San Diego, CA, United States",Closed - Referred,"Several months back a new fiber cable was laid for the businesses at the end of Governor. While laying the fiber cable the backhoe chipped the concrete (sidewalk) and left a hole.  We told the construction crew but they did not replace or repair the sidewalk. They fixed other locations but not ours.  My neighbor recently complained to us that if we didn't get that fix, she was going to sue us if her grandkids were injured due to the bad sidewalk.  How can we get this fixed? 619 228-5234 or theraysrus@hotmail.com.  Thank you, Al Ray",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BjpZAAS,,42
94254,Traffic Sign,32.74845311,-117.1379066,7/19/16,"Traffic Sign - Maintain at ARIZONA ST & UNIVERSITY AV,, 92104",Assigned,Stop sign is broken laying inside the fence of calibur collision.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BjptAAC,,42
94256,Storm Drain,33.01876998,-117.0623868,7/19/16,Storm Drain Channel Cleaning at 16955 Bernardo Oaks Dr,Closed,Tires dumped in spillway north of RB Road,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003Bk9ZAAS,7/21/16,2
94258,Faded striping,33.00336778,-117.0679915,7/19/16,"Faded striping  at 15898-15986 Bernardo Heights Pkwy, San Diego, CA 92128, USA",Closed - Referred,"Bernardo Heights Parkway was asphalted months ago. The Lane markers were never drawn. It is a safety hazard for the bicycles, as the cars leave no room for the bicycle lane while they make their turns. Especially coming out of the Country Club (making a left turn into Bernardo Heights Parkway). Please schedule the lane striping at the earliest.",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BkBkAAK,,42
94259,Street Light,32.7887082,-117.161508,7/19/16,"Street Light Light Out at 2501 Judson Street, San Diego, CA, United States",Closed,"Street light out in front of 2501 Judson Street, San Diego, CA 92111 (Oasis Christian Fellowship Church).",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BkBuAAK,7/30/16,11
94264,Pothole,32.741534,-117.09233,7/19/16,"Pothole  at 3411-3419 Euclid Avenue San Diego, CA 92105",Closed,"Big pothole in the middle of the lanes, almost looks like beginning of sinkhole",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BkGQAA0,7/26/16,7
94265,Curb,33.00034621,-117.064721,7/19/16,"Curb Maintenance at 15722 VIA CALANOVA, 92128",Acknowledged,concrete border (apron) is cracked and continues to sink.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BkI2AAK,,42
94266,Street Sweeping,32.71138979,-117.0511625,7/19/16,"Debris in Street at IMPERIAL AV & WOODMAN ST,, 92114",Closed,"LOTS OF GRAVEL IN ST AT WOODMAN AND IMPERIAL AVCREATED BY: ROBINSONC",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BkLpAAK,7/22/16,3
94267,Sidewalk,32.737133,-117.090449,7/19/16,"Sidewalk  at 3052 Euclid Avenue San Diego, CA 92105",Closed - Referred,There is no wheel chair access side walk,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BkNMAA0,,42
94277,Curb,32.71714254,-117.1093241,7/19/16,"Curb Faded Paint at 1101-1199 Quail St, San Diego, CA 92102, USA",Closed,"Hello,As a resident of the neighborhood, we have encountered many new tenants to the area who have took to parking illegally in a faded red paint curb.  The street is not wide enough for parking on both sides and many close-call accidents have been encountered due to these unfortunate parking issues. The faded red painted curb is on the East side of the street on the corner of Quail and C street.Is there any way to install No Parking signs here?Thank you.",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003Bkk6AAC,8/3/16,15
94283,Street Light,32.69081977,-117.103835,7/19/16,"Day Burner at 4136 BETA ST, 92113",Closed,Stays on during the day,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BkwbAAC,8/30/16,42
94285,Pothole,32.79581229,-117.2067931,7/19/16,"Pothole  at 3071 McGraw St, San Diego, CA 92117, USA",Closed,Area covered in concrete has raised to a hazardous point and the surrounding asphalt has sunk and is cracking visibly over the past few weeks. Concerned there is something underground (water?) causing the sinking and cracking of one surface while causing the adjacent concrete to rise to a point.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003Bkz1AAC,7/27/16,8
94291,Street Light,32.793015,-117.080242,7/19/16,"Street Light Light Out at 5203 Waring Road San Diego, CA 92120",Assigned,Red light burned out.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BlBHAA0,,42
94301,Traffic Sign,32.793182,-117.25093,7/19/16,"Traffic Sign  at 967 Reed Ave, San Diego, CA, United States",Closed,Bicycle locked to Street Sweeping sign,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BlKsAAK,7/26/16,7
94307,Sidewalk,32.74903384,-117.0530138,7/19/16,Sidewalk  at 3939 Loma Alta Dr,Assigned,Trip hazard,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BlZOAA0,,42
94308,Traffic Signal,32.82479375,-117.1488574,7/19/16,"Traffic Signal Light Out at 8200 Engineer Rd, San Diego, CA 92111, USA",Closed,"Sensors not working - default timer working (has been this way for months).    Will turn red with NO cars coming on engineer - stays green for Engineer 2X longer than Mercury, even thought Mercury has 3-4x the traffic.",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BldfAAC,7/22/16,3
94309,Sidewalk,32.837497,-117.201117,7/19/16,"Sidewalk  at 5071 Cole Street, San Diego, CA, United States",Closed,The sectional sidewalk around the existing tree has been raised up and is a danger to pedestrians.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BlesAAC,8/25/16,37
94310,Pothole,32.71574447,-117.1528777,7/19/16,"Pothole  at 1201-1299 Broadway, San Diego, CA 92101, USA",Closed,Potholes and uneven street pavement at the northwest corner of Broadway and 13th,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BlgZAAS,7/23/16,4
94311,Sidewalk,32.750888,-117.1167364,7/19/16,"Sidewalk  at 4065 Wilson Ave, San Diego, CA 92104, USA",Closed,Sidewalk is in complete disrepair and is a major tripping hazard across the street from an elementary school.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BlnvAAC,8/6/16,18
94314,Graffiti,32.576569,-117.09103,7/19/16,Graffiti  at W/B Coronado @ Raedel Dr.-Graffiti,Assigned,"Graffiti/Tagging on ""Do Not Block Intersection"" Sign",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BlpHAAS,,42
94315,,32.583262,-117.092554,7/19/16,"Traffic Sign  at 701-721 Saturn Boulevard San Diego, CA 92154",Closed,Bike Route Sign,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BltnAAC,8/17/16,29
94317,,32.566817,-117.092832,7/19/16,"Traffic Sign  at 1560-1598 Saturn Boulevard San Diego, CA 92154",Closed,Bike Route Sign,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BlugAAC,8/11/16,23
94318,Traffic Signal,32.7285099,-117.2263752,7/19/16,"Traffic Signal Signal Facing Wrong Direction at 1666 Rosecrans Street,",Assigned,Turning left onto Rosecrans from Nimitz is only allowing 2 vehicle to go through causing major back up and time delay,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BlyJAAS,,42
94323,Pothole,32.86713039,-117.213641,7/19/16,"Pothole  at 8301-8795 Genesee Ave, San Diego, CA 92122, USA",Closed - Referred,"About two weeks ago driving between Via Sepulveda and Torrey Pines road, there was a pothole that was rougher than most and hit hard. Today I took my car to Mossy Nissan and they had to adjust the alignment. Cost was $89. My car has 15,575 mileage today and had been adjusted at 10,000 mileage.",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BmKyAAK,,42
94325,Sidewalk,32.82126,-117.20759,7/19/16,"Sidewalk  at 3678 Indian Way, San Diego, CA, United States",Assigned,The street sidewalk is raised in 2 separate places. This is a tripping hazard and we have tripped multiple times on it.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BmN4AAK,,42
94326,Tree Hazard,32.7554713,-117.1117541,7/19/16,"Tree Hazard  at 3780 El Cajon Boulevard, San Diego, CA, United States",Assigned,Palm tree needs trimming,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BmPUAA0,,42
94328,Pothole,32.7450781,-117.245472,7/19/16,"Pothole  at 4726 Santa Monica Avenue, San Diego, CA, United States",Closed,"Pothole in front of Ocean Beach Rec. Center, south side of street east bound.",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BmZeAAK,8/4/16,15
94330,Tree Hazard,32.9133091,-117.1910483,7/19/16,"Tree Hazard  at Shaw Lopez Rd, San Diego, CA, United States",Closed,"There are several Pepper trees that are on both the north and south side of Shaw Lopez Row that are lacking water and tree care/trimming that poses hazards to residents who frequent the sidewalk.  Additionally, the grass shrubbery is significantly overgrown and blocks the visibility of the sidewalk.  This is a hazard because the trees that have lifted the sidewalk in some areas are being blocked by the grass that could potentially cause a trip and fall.  We need to find out if these are to be maintained by the city and on what schedule.",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BmdHAAS,8/2/16,13
94331,Pothole,32.75754694,-117.0663598,7/19/16,Pothole  at 4439 College Ave,Closed - Referred,College Ave between El Cajon Blvd and University is all torn up. When is it being repaved?,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BmejAAC,,42
94332,Graffiti,32.7037853,-117.1626743,7/19/16,Graffiti  at 32.70N 117.16W,Closed - Referred,Da out 100 yards south of rowing club,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BmgkAAC,,42
94333,Sidewalk,32.7033807,-117.0248963,7/19/16,"Sidewalk  at 8303 Brookhaven Road, San Diego, CA, United States",Closed,A memorial was setup there and has been there for months. Neighbors complaining.  Looks like a fire harzard; lots of grass and foliage.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BmhsAAC,7/26/16,6
94334,Street Sweeping,32.75138128,-117.2513135,7/19/16,Street Sweeping  at 5154 Cape May Ave,Acknowledged,"Curb and street are covered in sand. We can not find our water mainline to fix the plumbing which is on the sidewalk. Also cars are having difficulty getting out of the sand creating sand storms and pushing it down the street, takin away even more parking.",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BmibAAC,,42
94335,Sidewalk,32.915353,-117.064012,7/19/16,"Sidewalk  at 12395 Figtree Street, San Diego, CA, United States",Assigned,"The sidewalk is raised up in front of this property, directly above a drainage pipe going from the property into the street, and directly across from Figtree Court, a cul-de-sac on Figtree Street.  This problem suddenly appeared about a month ago, after about a decade of no problem there at all.  It appears that someone lifted up the sidewalk but has been unable to level it out after doing so.  It is a tripping hazard to people walking on the sidewalk and must be addressed ASAP.",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BmilAAC,,42
94338,Pothole,32.80955579,-117.0497171,7/19/16,"Pothole  at Tuxedo Rd, San Diego, CA 92119, USA",Closed,Tuxedo Road is in bad condition.  Not sure why all the side streets have been resurfaced but the main street of Tuxedo Road was ignored.  Please pave Tuxedo Road from Jackson Drive to Golfcrest Road.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BmqkAAC,7/29/16,9
94339,Pothole,32.8002592,-117.2579374,7/19/16,"Pothole  at 628 Missouri St, San Diego, CA, United States",Closed,We have had a pothole for approx one year and it continues to grow and damage vehicles,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BmwEAAS,7/22/16,3
94341,Street Light,32.736848,-117.223883,7/19/16,"Street Light Light Out at 3320 Voltaire Street, San Diego, CA, United States",Assigned,all street lights are out on the 3300 and 3400 blocks of Voltarie Street,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BmyFAAS,,42
94345,Traffic Sign,32.679386,-117.056643,7/19/16,"Traffic Sign  at 6260 Potomac Street San Diego, CA 92139",Assigned,Bent STOP sign with yellow Dimond. 11 foot post.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003Bn3KAAS,,42
94346,Sidewalk,32.7486748,-117.1723008,7/19/16,"Sidewalk  at 3920 Hawk St, San Diego, CA 92103, USA",Closed,"The sidewalk on the west side of Hawk Street, very close to the corner of Hawk and University Avenue, is heavily damaged and looks like a tripping hazard. A cone has been placed over one spot for weeks, but it has not been fixed and there are other nearby spots that are also a hazard.",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003Bn5aAAC,8/18/16,30
94350,Sidewalk,32.69869141,-117.1296187,7/19/16,Sidewalk  at 30TH & MARCY,Closed,Sidewalk damage in front of park. Cracked sidewalk.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003Bn9rAAC,7/27/16,7
94351,Graffiti,32.7521737,-117.1941373,7/19/16,Graffiti  at 2461 San Diego Ave,Closed - Referred,Trash can,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BnApAAK,,42
94352,Pothole,32.7579481,-117.095545,7/19/16,"Pothole  at 4387 46th Street, San Diego, CA, United States",Closed,Southbound lane of 46th Street from Norwood to El Cajon in disrepair.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BnCCAA0,7/26/16,6
94353,Sidewalk,32.69937248,-117.1298595,7/19/16,Sidewalk  at 2930 Marcy Ave,Closed,Chipped sidewalk near park.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BnCgAAK,7/27/16,7
94354,Traffic Signal,32.82363972,-117.1552089,7/19/16,Traffic Signal Light Out at convoy & dagget,Assigned,red light out for WB direction on NW corner,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BnI0AAK,,42
94355,Street Light,32.72623556,-117.2445294,7/19/16,"Light Out at VARONA ST & CATALINA BL,, 92106",Assigned,MAIN ENTRANCE TO THE PARK STREET LIGHT OUT,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BnIeAAK,,42
94356,Tree Hazard,32.7733289,-117.106861,7/19/16,"Tree Hazard  at 5266 Marlborough Dr, San Diego, CA, United States",Acknowledged,"palm trees are dropping fruit on yard, sidewalk and streetwill City of SD be trimming? I was told they were to come in December 2015",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BnJ8AAK,,42
94357,Sidewalk,32.69984577,-117.1296983,7/19/16,Sidewalk  at 2930 Marcy Ave,Closed,Sidewalk chip near park.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BnKBAA0,7/27/16,7
94358,Pothole,32.9764582,-117.0832065,7/19/16,"Pothole  at 11001 Rancho Carmel Drive, San Diego, CA, United States",Closed,the entire street is a continuing disaster.  to many tire shredding potholes to list. it would be easier to list the portions that are flat and smooth as there are so few,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BnLxAAK,8/9/16,20
94359,Sidewalk,32.732658,-117.254416,7/19/16,"Sidewalk  at 4665 Granger St, San Diego, CA, United States",Closed - Referred,"We have had numerous people trip over the raised sidewalk and strip area due to 2 very very large trees that where here on the strip when we moved in 23 years ago.  in the fall we removed these 2 large trees at our Expense with permission from the city. we have many children on our block and I lived in fear that the trees would fall down. This is based on the fact that a Hugh part of one of the trees did fall down and crushed my nephews  car .  fortunately no one was hurt. What the city has been doing for years was just patching the side walk  ( which really did not help) As some one just tripped on it the other day AGAIN,  Now we need to have the  City  FIX the SIdewalk  and strip properly. I fear someone will really hurt themselves on it. Some of the raised areas measure 3-4 inches high",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BnODAA0,,42
94361,Traffic Signal,32.76801255,-117.1944127,7/19/16,"Signals on Flash at MILDRED ST & LINDA VISTA RD,, 92110",Assigned,ON FLASH,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BnWlAAK,,42
94362,Pothole,32.72987,-117.057811,7/19/16,"Pothole  at 6532 Mallard St, San Diego, CA, United States",Closed,There is a pothole around the ring of the manhole on Mallard st. The manhole is located in front of 6532 Mallard St. The manhole number is MH215.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BnaYAAS,7/28/16,8
94366,Traffic Signal,33.02032072,-117.0750522,7/19/16,"Traffic Signal Flashing Red at 11899 Bernardo Plaza Ct, San Diego, CA 92128, USA",Closed,"NOTE: Above category detail is not relevant but could not submit request without selecting one!! The intersection of Bernardo Center Dr and Bernardo Plaza Dr (heading south on Bernardo Center and turning left into strip mall at Bernardo Plaza Dr) is very busy especially during lunch hour and it only stays green for a few cars. Left turn lane backs up onto ""going straight"" lane of Bernardo Ctr. Frustrated drivers go through red turn signal.",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BnhAAAS,8/2/16,13
94368,Curb,32.960433,-117.1032852,7/19/16,"Curb Faded Paint at Caminito Ciera, San Diego, CA, United States",Closed,Faded red curbs on all four corners of the circle turnabout at the end of Caminito Ciera.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BnjuAAC,8/3/16,14
94374,Sidewalk,32.7480637,-117.0994322,7/19/16,"Sidewalk  at 4440 Wightman St, San Diego, CA, United States",Closed - Referred,"Cell phone vendors setting up everyday canopies, tables and chairs in sidewalks and median dividers blocking sidewalks and the pedestrian' path of travel.",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BnpZAAS,,42
94376,Graffiti,32.7831432,-117.0867944,7/19/16,"Graffiti  at 4800 Waring Road, San Diego, CA, United States",Acknowledged,There is a graffiti tag BHB sprayed on the hillside just below Palisades Presbyterian Church in the 4800 block of Waring Road. I filed a report about this months ago and still nothing has been done! It is quite large and is an eyesore in our community. The attached photo is taken from my backyard.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BnshAAC,,42
94377,Graffiti,32.76098771,-117.1388591,7/19/16,"Graffiti Removal at TEXAS ST & MADISON AV,, 92116",Closed,highly visible traveling North on Texas St. from Madison Ave. Both East and West pylons and structure sitting within canyon land.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003Bnt1AAC,8/10/16,21
94378,Graffiti,32.7346486,-117.1729086,7/19/16,"Graffiti  at 2930 Columbia Street, San Diego, CA, United States",Closed,there is graffiti on the wall. It has been on and off. they put it on right after it was removed.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BntLAAS,8/10/16,21
94379,Traffic Signal,32.81685951,-117.1547368,7/19/16,Traffic Signal Light Out at Convoy Street and Othello Avenue,Closed,Yellow Turn Arrow onto Othello Ave west is out.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BnvCAAS,8/2/16,13
94383,Traffic Signal,32.72491864,-117.084144,7/19/16,Traffic Signal All Lights Out at 5102?5448 Westover Pl,Closed,,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003Bo15AAC,7/19/16,0
94384,Pothole,32.93337333,-117.2393525,7/19/16,Pothole  at 3095?3141 Carmel Valley Rd,Closed,Pothole in intersection,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003Bo1KAAS,8/16/16,27
94386,Street Sweeping,32.93201108,-117.2419482,7/19/16,Street Sweeping  at Carmel Valley Rd,Closed,Plenty of debris in intersection,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003Bo1QAAS,7/26/16,6
94388,Graffiti,32.74935516,-117.123882,7/19/16,Graffiti  at 3879?3973 Bancroft St,Duplicate,6 ft tags across front fence,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003Bo2rAAC,,42
94389,Graffiti,32.757031,-117.106485,7/19/16,"Graffiti  at 4127 Meade Avenue San Diego, CA 92116",Closed,00092822 redux,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003Bo3BAAS,7/30/16,10
94391,Graffiti,32.756781,-117.106039,7/19/16,"Graffiti  at 4385 Marlborough Avenue San Diego, CA 92105",Duplicate,Append photo to photoless 00092270,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003Bo5vAAC,,42
94392,Graffiti,32.758466,-117.106581,7/19/16,Graffiti  at 4476 Marlborough Avenue-Graffiti on pole in alley,Assigned,Redux of 00082620 & 00090178 closed without actual correction.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003Bo6PAAS,,42
94393,Graffiti,32.7490468,-117.0836364,7/19/16,"Graffiti  at 5195 University Avenue, San Diego, CA, United States",Closed,Traffic sign in the median divider was tagged,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003Bo6ZAAS,7/26/16,6
94396,Graffiti,32.72084487,-117.1390823,7/19/16,Graffiti  at 2600 Golf Course Dr,Acknowledged,graffiti on pine tree,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003Bo7SAAS,,42
94397,Pothole,32.76381685,-117.0976439,7/19/16,Pothole  at 4484?4498 Aldine Dr,Closed,At the left turn off the fairmont to Aldine transition there is a pretty deep pothole that rattles the bones when you hit it.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003Bo7XAAS,7/26/16,6
94398,Graffiti,32.758623,-117.106556,7/19/16,"Graffiti  at 4127 Monroe Avenue San Diego, CA 92116",Assigned,"In alley. Mostly faded numbers in neon paint on left side top, after all previous reports have gone nowhere, including a response that this bin would be removed completely.",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003Bo7cAAC,,42
94399,Curb,32.7982145,-117.2351804,7/19/16,"Curb Faded Paint at 1854 Thomas Avenue, San Diego, CA, United States",Closed,Please repaint red zone in front of the hydrant at this location.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003Bo8LAAS,7/26/16,6
94405,Traffic Sign,32.76826118,-117.0477732,7/19/16,"Traffic Sign  at 6957 El Cajon Blvd, San Diego, CA 92115, USA",Closed,Telespar post with Bike Route and Street Sweeping signs bent/leaning and needs to be straitened/replaced,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BoBPAA0,7/26/16,6
94406,Faded striping,33.00410695,-117.0578896,7/19/16,"Paint Striping at 16000 POMERADO RD, 92128",Closed,After resurface the re striping was not applied.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BoBjAAK,7/21/16,1
94411,Pothole,32.80109404,-117.0261188,7/19/16,"Pothole  at 6511 Cowles Mountain Blvd, San Diego, CA 92119, USA",Closed,"Asphalt pavement, N/O cross gutter at San Carlos Dr. badly worn with numerous small potholes/fissures needing patching.",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BoDVAA0,7/29/16,9
94413,Graffiti,32.745196,-117.118948,7/19/16,"Graffiti  at 3655 Swift Avenue San Diego, CA 92104",Closed,My shed has been tagged over 10 times.  The taggers are getting in through a broken part of the fence which needs to be repaired.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BoEJAA0,8/10/16,21
94416,Traffic Sign,32.7484786,-117.130091,7/19/16,"Traffic Sign  at 3000 University Ave, San Diego, CA, United States",Closed,"Please replace the 15 min sign***Please disregard the request to replace the sign on 3000 30th St.****",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BoExAAK,7/26/16,6
94417,Traffic Sign,33.016327,-117.1459629,7/19/16,"Traffic Sign  at Canton Ridge Terrace, San Diego, CA, United States",Closed,Wrong street sign on Canton Ridge Terrace and New Park Lane in 92127. The current signs are Concord Ridge Terrace and New Park Lane.  The street is actually Canton Ridge Terrace,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BoFvAAK,7/21/16,1
94418,Sidewalk,32.88906983,-117.1563527,7/19/16,"Sidewalk  at 7615-7699 Trade St, San Diego, CA 92121, USA",Acknowledged,Cracked/broken sidewalk at curb inlet.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BoH3AAK,,42
94419,Curb,32.8283467,-117.1504705,7/19/16,"Curb Faded Paint at 7925 Ronson Rd, San Diego, CA, United States",Closed,Please repaint the several red curbs in front of the UPS facility. There are some in front of the driveway buffers and hydrant.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BoH8AAK,7/26/16,6
94420,Curb,32.8288302,-117.1472411,7/19/16,"Curb Faded Paint at 8145 Ronson Road, San Diego, CA, United States",Closed,Please repaint the red curb.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BoHXAA0,7/26/16,6
94421,Curb,32.8287536,-117.1456884,7/19/16,"Curb Faded Paint at 8253 Ronson Rd, San Diego, CA, United States",Closed,Please repaint the red and stenciled green 15 min curb.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BoHhAAK,8/4/16,15
94422,Curb,32.8272686,-117.1479785,7/19/16,"Curb Faded Paint at 8253 Vickers Street, San Diego, CA, United States",Closed,Please repaint the red curb for the driveway buffer and in front of the hydrant.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BoHwAAK,7/26/16,6
94423,Curb,32.825729,-117.147305,7/19/16,"Curb Faded Paint at 8315 Buckhorn Street, San Diego, CA, United States",Closed,"Please repaint the three red curbs,",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BoIBAA0,7/26/16,6
94424,Curb,32.8259017,-117.1622726,7/19/16,"Curb Faded Paint at 7140 Opportunity Road, San Diego, CA, United States",Closed,Please repaint the several red curbs.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BoIGAA0,7/26/16,6
94425,Curb,32.8328373,-117.1532576,7/19/16,"Curb Faded Paint at 7800 Clairemont Mesa Boulevard, San Diego, CA, United States",Closed,Please repaint the red curbs on the North Curb Line into the 7900 block,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BoIVAA0,8/2/16,13
94426,Curb,32.8236347,-117.1507815,7/19/16,"Curb Faded Paint at 8000 Dagget Street, San Diego, CA, United States",Assigned,Please repaint the missing red curb on the SCL by the telephone pole. The curb has been redone and the red was not repainted.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BoIpAAK,,42
94427,Pothole,32.79702,-117.240661,7/19/16,"Pothole  at 1556 Thomas Avenue, San Diego, CA, United States",Closed,large 2 potholes in the alley of the apartment complex,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BoJdAAK,8/4/16,15
94428,Traffic Sign,32.7901888,-117.2089833,7/19/16,Traffic Sign  at 2300 CLAIREMONT DR-SIGN DOWN,Closed,Sign down,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BoJiAAK,7/26/16,6
94430,Tree Hazard,32.71415538,-117.1653798,7/19/16,"Tree Hazard  at 4100 Morena Blvd, San Diego, CA, United States",Assigned,"the trees on morena blvd are falling over, they only cut the ones that, fall on the street, the balance of trees are going to fall on roadway and hurt somebody.",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BoKMAA0,,42
94431,Faded striping,32.8285695,-117.2135265,7/19/16,"Faded striping  at 3357 Clairemont Mesa Boulevard, San Diego, CA, United States",Assigned,Bike lane markings are painted/patched over and not easily seen.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BoKWAA0,,42
94434,Street Light,32.935392,-117.206487,7/19/16,"Street Light Light Out at 5076 Greenwillow Ln, San Diego, CA, United States",Closed,One street light on Greenwillow Ln by the small park area has been out for the past three months. Please send repair.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BoLUAA0,8/26/16,37
94435,Damaged Guardrail,32.96392517,-117.1560697,7/19/16,Damaged Guardrail  at 13423?13499 Torrey Meadows Dr,Closed,"Missing wooden guardrail support. North side of Torrey Meadows, east of Via Sabbia near recycled water meter cover.",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BoLeAAK,7/27/16,7
